input	ost_ilddt	ost_qs_global	ost_qs_best	ost_ics	ost_ips	ost_dockq_ave
T1294v1TS286_5o__T1294v1TS264_5o	0.906	0.973	0.973	0.903	0.92	0.898
T1294v1TS286_5o__T1294v1TS287_2o	0.906	0.972	0.972	0.906	0.92	0.922
T1294v1TS287_5o__T1294v1TS286_2o	0.917	0.971	0.971	0.917	0.94	0.925
T1294v1TS293_1o__T1294v1TS345_3o	0.936	0.98	0.98	0.929	0.913	0.893
T1294v1TS293_5o__T1294v1TS272_4o	0.68	0.898	0.898	0.792	0.84	0.717
T1294v1TS294_2o__T1294v1TS110_2o	0.938	0.98	0.98	0.943	0.962	0.939
T1294v1TS294_3o__T1294v1TS284_4o	0.913	0.971	0.971	0.898	0.942	0.916
T1294v1TS294_5o__T1294v1TS110_3o	0.944	0.981	0.981	0.943	0.981	0.937
T1294v1TS294_5o__T1294v1TS261_4o	0.809	0.953	0.953	0.867	0.893	0.865
T1294v1TS301_2o__T1294v1TS059_3o	0.824	0.953	0.953	0.846	0.881	0.849
T1294v1TS301_5o__T1294v1TS163_5o	0.936	0.968	0.968	0.943	0.98	0.947
T1294v1TS301_5o__T1294v1TS475_2o	0.982	0.993	0.993	0.946	0.961	0.975
T1294v1TS304_2o__T1294v1TS148_2o	0.902	0.963	0.963	0.876	0.866	0.846
T1294v1TS304_2o__T1294v1TS208_2o	0.989	0.993	0.993	0.957	0.972	0.981
T1294v1TS304_2o__T1294v1TS272_2o	0.674	0.868	0.868	0.741	0.839	0.704
T1294v1TS304_5o__T1294v1TS167_2o	0.623	0.792	0.792	0.677	0.709	0.566
T1294v1TS312_1o__T1294v1TS241_2o	0.99	0.992	0.992	0.977	0.97	0.948
T1294v1TS312_1o__T1294v1TS393_4o	0.99	0.994	0.994	0.988	0.99	0.952
T1294v1TS319_1o__T1294v1TS075_2o	0.905	0.97	0.97	0.847	0.857	0.863
T1294v1TS319_1o__T1294v1TS284_3o	0.902	0.969	0.969	0.879	0.873	0.868
T1294v1TS319_2o__T1294v1TS014_2o	0.901	0.972	0.972	0.887	0.883	0.83
T1294v1TS319_4o__T1294v1TS393_4o	0.675	0.822	0.822	0.664	0.807	0.719
T1294v1TS331_5o__T1294v1TS139_1o	0.526	0.667	0.667	0.621	0.692	0.547
T1294v1TS337_2o__T1294v1TS051_5o	0.79	0.891	0.891	0.747	0.829	0.848
T1294v1TS345_1o__T1294v1TS051_1o	0.87	0.961	0.961	0.873	0.851	0.897
T1294v1TS345_1o__T1294v1TS425_1o	0.994	0.993	0.993	0.968	0.962	0.986
T1294v1TS369_2o__T1294v1TS261_2o	0.784	0.94	0.94	0.814	0.789	0.827
T1294v1TS369_2o__T1294v1TS423_3o	0.795	0.948	0.948	0.838	0.826	0.833
T1294v1TS388_1o__T1294v1TS294_5o	0.669	0.761	0.761	0.69	0.798	0.635
T1294v1TS388_2o__T1294v1TS196_2o	0.884	0.954	0.954	0.868	0.868	0.928
T1294v1TS393_3o__T1294v1TS261_1o	0.753	0.929	0.929	0.813	0.85	0.802
T1294v1TS419_4o__T1294v1TS114_5o	0.741	0.853	0.853	0.724	0.732	0.752
T1294v1TS419_5o__T1294v1TS028_1o	0.907	0.967	0.967	0.886	0.887	0.925
T1294v1TS425_2o__T1294v1TS475_1o	0.732	0.81	0.81	0.75	0.802	0.712
T1294v1TS456_3o__T1294v1TS286_3o	0.719	0.759	0.759	0.729	0.754	0.702
T1294v1TS456_3o__T1294v1TS293_1o	0.736	0.767	0.767	0.747	0.783	0.719
T1294v1TS456_4o__T1294v1TS208_2o	0.864	0.963	0.963	0.861	0.828	0.904
T1294v1TS456_5o__T1294v1TS393_4o	0.983	0.991	0.991	0.958	0.98	0.971
T1294v1TS462_3o__T1294v1TS110_1o	0.968	0.983	0.983	0.971	0.99	0.94
T1294v1TS465_1o__T1294v1TS147_1o	0.972	0.987	0.987	0.975	0.962	0.971
T1294v1TS475_1o__T1294v1TS110_4o	0.925	0.969	0.969	0.952	0.962	0.923
T1294v1TS475_1o__T1294v1TS423_4o	0.864	0.963	0.963	0.903	0.864	0.909
T1294v2TS014_2o__T1294v2TS423_5o	0.876	0.964	0.964	0.878	0.84	0.897
T1294v2TS014_4o__T1294v2TS262_2o	0.708	0.666	0.666	0.629	0.693	0.517
T1294v2TS014_5o__T1294v2TS051_4o	0.695	0.825	0.825	0.681	0.814	0.713
T1294v2TS014_6o__T1294v2TS293_4o	0.931	0.979	0.979	0.944	0.886	0.955
T1294v2TS015_1o__T1294v2TS293_2o	0.0	0.0	0.0	0.0	0.0	0.008
T1294v2TS015_3o__T1294v2TS164_4o	0.001	0.0	0.0	0.0	0.014	0.011
T1294v2TS022_2o__T1294v2TS294_5o	0.629	0.873	0.873	0.745	0.762	0.657
T1294v2TS022_2o__T1294v2TS319_5o	0.775	0.732	0.732	0.727	0.78	0.716
T1294v2TS022_2o__T1294v2TS369_3o	0.872	0.962	0.962	0.865	0.836	0.897
T1294v2TS028_2o__T1294v2TS322_5o	0.878	0.962	0.962	0.902	0.887	0.851
T1294v2TS028_3o__T1294v2TS262_3o	0.254	0.377	0.377	0.166	0.474	0.19
T1294v2TS051_1o__T1294v2TS022_5o	0.978	0.99	0.99	0.932	0.96	0.942
T1294v2TS051_1o__T1294v2TS393_3o	0.984	0.993	0.993	0.962	0.97	0.949
T1294v2TS051_4o__T1294v2TS267_2o	0.683	0.833	0.833	0.667	0.807	0.744
T1294v2TS052_2o__T1294v2TS419_4o	0.334	0.506	0.506	0.449	0.495	0.292
T1294v2TS052_4o__T1294v2TS286_1o	0.792	0.874	0.874	0.716	0.83	0.761
T1294v2TS075_5o__T1294v2TS079_1o	0.931	0.976	0.976	0.939	0.93	0.913
T1294v2TS091_4o__T1294v2TS052_2o	0.832	0.896	0.896	0.816	0.828	0.826
T1294v2TS110_3o__T1294v2TS052_3o	0.807	0.753	0.753	0.772	0.798	0.712
T1294v2TS110_3o__T1294v2TS221_4o	0.546	0.719	0.719	0.629	0.698	0.511
T1294v2TS122_2o__T1294v2TS322_2o	0.765	0.874	0.874	0.797	0.875	0.766
T1294v2TS122_5o__T1294v2TS425_5o	0.72	0.828	0.828	0.672	0.771	0.679
T1294v2TS139_2o__T1294v2TS475_2o	0.531	0.642	0.642	0.553	0.76	0.549
T1294v2TS139_5o__T1294v2TS221_4o	0.63	0.728	0.728	0.599	0.789	0.57
T1294v2TS145_2o__T1294v2TS264_3o	0.885	0.949	0.949	0.893	0.897	0.838
T1294v2TS145_2o__T1294v2TS388_5o	0.792	0.956	0.956	0.846	0.87	0.851
T1294v2TS145_4o__T1294v2TS059_4o	0.467	0.646	0.646	0.531	0.721	0.474
T1294v2TS147_2o__T1294v2TS475_1o	0.953	0.985	0.985	0.923	0.98	0.899
T1294v2TS147_3o__T1294v2TS261_2o	0.743	0.918	0.918	0.819	0.787	0.728
T1294v2TS147_3o__T1294v2TS304_4o	0.962	0.987	0.987	0.939	0.98	0.96
T1294v2TS147_4o__T1294v2TS304_5o	0.959	0.986	0.986	0.954	0.98	0.939
T1294v2TS163_4o__T1294v2TS075_3o	0.927	0.969	0.969	0.913	0.941	0.891
T1294v2TS167_1o__T1294v2TS425_2o	0.012	0.0	0.0	0.0	0.078	0.011
T1294v2TS167_3o__T1294v2TS462_1o	0.0	0.0	0.0	0.0	0.0	0.008
T1294v2TS196_2o__T1294v2TS319_1o	0.899	0.97	0.97	0.866	0.857	0.849
T1294v2TS196_2o__T1294v2TS331_5o	0.674	0.817	0.817	0.638	0.721	0.69
T1294v2TS198_3o__T1294v2TS264_6o	0.874	0.951	0.951	0.863	0.87	0.828
T1294v2TS198_4o__T1294v2TS312_1o	0.916	0.974	0.974	0.939	0.943	0.927
T1294v2TS221_2o__T1294v2TS286_4o	0.613	0.716	0.716	0.67	0.72	0.597
T1294v2TS221_4o__T1294v2TS079_5o	0.603	0.713	0.713	0.627	0.667	0.598
T1294v2TS221_5o__T1294v2TS148_5o	0.586	0.714	0.714	0.619	0.695	0.607
T1294v2TS221_5o__T1294v2TS393_4o	0.58	0.712	0.712	0.63	0.676	0.604
T1294v2TS241_3o__T1294v2TS091_1o	0.771	0.729	0.729	0.684	0.764	0.714
T1294v2TS241_4o__T1294v2TS164_1o	0.957	0.981	0.981	0.929	0.961	0.922
T1294v2TS261_2o__T1294v2TS196_1o	0.784	0.937	0.937	0.83	0.806	0.857
T1294v2TS261_4o__T1294v2TS261_2o	0.772	0.932	0.932	0.865	0.845	0.851
T1294v2TS261_5o__T1294v2TS147_4o	0.791	0.946	0.946	0.824	0.83	0.799
T1294v2TS261_5o__T1294v2TS221_5o	0.539	0.718	0.718	0.566	0.648	0.491
T1294v2TS262_1o__T1294v2TS456_3o	0.279	0.339	0.339	0.164	0.421	0.202
T1294v2TS262_5o__T1294v2TS014_3o	0.263	0.36	0.36	0.171	0.426	0.196
T1294v2TS264_5o__T1294v2TS388_3o	0.467	0.643	0.643	0.54	0.745	0.522
T1294v2TS264_6o__T1294v2TS198_4o	0.912	0.97	0.97	0.902	0.922	0.913
T1294v2TS267_1o__T1294v2TS059_4o	0.46	0.641	0.641	0.504	0.697	0.484
T1294v2TS267_3o__T1294v2TS122_5o	0.913	0.969	0.969	0.896	0.902	0.875
T1294v2TS272_2o__T1294v2TS059_3o	0.697	0.873	0.873	0.748	0.794	0.702
T1294v2TS272_3o__T1294v2TS301_2o	0.729	0.898	0.898	0.767	0.788	0.79
T1294v2TS284_1o__T1294v2TS425_4o	0.922	0.972	0.972	0.88	0.887	0.843
T1294v2TS284_3o__T1294v2TS301_1o	0.978	0.99	0.99	0.969	1.0	0.946
T1294v2TS284_4o__T1294v2TS272_5o	0.745	0.928	0.928	0.836	0.873	0.746
T1294v2TS284_5o__T1294v2TS301_2o	0.985	0.994	0.994	0.966	0.93	0.986
T1294v2TS286_2o__T1294v2TS198_3o	0.904	0.961	0.961	0.879	0.879	0.937
T1294v2TS287_1o__T1294v2TS393_2o	0.97	0.986	0.986	0.947	0.961	0.893
T1294v2TS293_5o__T1294v2TS284_4o	0.939	0.976	0.976	0.934	0.933	0.886
T1294v2TS298_1o__T1294v2TS014_3o	0.875	0.963	0.963	0.872	0.865	0.937
T1294v2TS301_3o__T1294v2TS022_5o	0.982	0.99	0.99	0.958	0.99	0.961
T1294v2TS301_4o__T1294v2TS284_5o	0.988	0.994	0.994	0.965	0.929	0.976
T1294v2TS304_1o__T1294v2TS261_3o	0.759	0.935	0.935	0.817	0.89	0.821
T1294v2TS312_3o__T1294v2TS163_5o	0.928	0.97	0.97	0.944	0.971	0.913
T1294v2TS312_5o__T1294v2TS262_2o	0.757	0.67	0.67	0.646	0.699	0.537
T1294v2TS319_5o__T1294v2TS059_4o	0.489	0.666	0.666	0.494	0.746	0.538
T1294v2TS319_5o__T1294v2TS294_2o	0.356	0.531	0.531	0.427	0.556	0.448
T1294v2TS322_1o__T1294v2TS241_5o	0.861	0.953	0.953	0.853	0.913	0.868
T1294v2TS331_4o__T1294v2TS264_5o	0.91	0.972	0.972	0.897	0.887	0.841
T1294v2TS331_5o__T1294v2TS051_2o	0.618	0.808	0.808	0.644	0.7	0.628
T1294v2TS345_5o__T1294v2TS139_3o	0.537	0.776	0.776	0.654	0.759	0.603
T1294v2TS345_6o__T1294v2TS059_1o	0.469	0.657	0.657	0.532	0.716	0.489
T1294v2TS369_1o__T1294v2TS294_2o	0.491	0.687	0.687	0.603	0.64	0.514
T1294v2TS369_4o__T1294v2TS423_1o	0.802	0.944	0.944	0.82	0.807	0.82
T1294v2TS388_2o__T1294v2TS294_4o	0.521	0.674	0.674	0.578	0.703	0.546
T1294v2TS388_5o__T1294v2TS167_5o	0.843	0.956	0.956	0.877	0.941	0.912
T1294v2TS388_5o__T1294v2TS286_2o	0.843	0.959	0.959	0.841	0.854	0.871
T1294v2TS393_2o__T1294v2TS393_6o	0.96	0.985	0.985	0.928	0.941	0.895
T1294v2TS393_5o__T1294v2TS298_5o	0.888	0.963	0.963	0.91	0.918	0.914
T1294v2TS419_1o__T1294v2TS145_2o	0.593	0.694	0.694	0.584	0.652	0.595
T1294v2TS419_3o__T1294v2TS293_3o	0.576	0.614	0.614	0.569	0.639	0.47
T1294v2TS419_3o__T1294v2TS345_2o	0.573	0.616	0.616	0.571	0.623	0.478
T1294v2TS419_4o__T1294v2TS287_5o	0.476	0.504	0.504	0.431	0.524	0.402
T1294v2TS423_1o__T1294v2TS423_4o	0.941	0.994	0.994	0.978	0.989	0.998
T1294v2TS423_2o__T1294v2TS298_3o	0.956	0.993	0.993	0.974	0.957	0.997
T1294v2TS425_4o__T1294v2TS287_3o	0.92	0.975	0.975	0.888	0.906	0.848
T1294v2TS425_5o__T1294v2TS287_3o	0.676	0.833	0.833	0.664	0.833	0.728
T1294v2TS456_1o__T1294v2TS110_5o	0.958	0.984	0.984	0.951	0.96	0.928
T1294v2TS456_5o__T1294v2TS028_4o	0.983	0.991	0.991	0.943	0.96	0.931
T1294v2TS462_1o__T1294v2TS148_1o	0.938	0.981	0.981	0.908	0.909	0.911
T1294v2TS462_1o__T1294v2TS241_5o	0.912	0.972	0.972	0.897	0.889	0.896
T1294v2TS462_1o__T1294v2TS322_1o	0.832	0.955	0.955	0.809	0.845	0.834
T1294v2TS462_2o__T1294v2TS196_2o	0.919	0.978	0.978	0.921	0.891	0.93
T1294v2TS462_3o__T1294v2TS015_4o	0.103	0.119	0.119	0.024	0.524	0.048
T1294v2TS475_2o__T1294v2TS075_5o	0.986	0.994	0.994	0.966	0.93	0.969
T1294v2TS475_3o__T1294v2TS198_4o	0.914	0.971	0.971	0.923	0.922	0.883
T1295TS014_2o__T1295TS319_2o	0.004	0.002	0.002	0.0	0.285	0.007
T1295TS014_4o__T1295TS465_3o	0.002	0.003	0.003	0.0	0.122	0.006
T1295TS014_5o__T1295TS475_5o	0.005	0.0	0.0	0.0	0.119	0.005
T1295TS015_2o__T1295TS475_4o	0.039	0.018	0.018	0.026	0.367	0.02
T1295TS015_4o__T1295TS294_4o	0.024	0.01	0.01	0.018	0.316	0.025
T1295TS022_2o__T1295TS052_5o	0.709	0.697	0.697	0.682	0.714	0.538
T1295TS022_4o__T1295TS015_4o	0.001	0.001	0.001	0.001	0.308	0.025
T1295TS022_5o__T1295TS294_5o	0.162	0.207	0.207	0.29	0.282	0.026
T1295TS028_2o__T1295TS059_4o	0.227	0.181	0.181	0.279	0.277	0.12
T1295TS031_2o__T1295TS425_4o	0.287	0.149	0.149	0.23	0.305	0.074
T1295TS040_1o__T1295TS272_1o	0.316	0.22	0.22	0.304	0.237	0.065
T1295TS052_2o__T1295TS262_5o	0.705	0.853	0.853	0.697	0.781	0.735
T1295TS052_4o__T1295TS425_5o	0.365	0.202	0.202	0.321	0.291	0.311
T1295TS075_4o__T1295TS196_5o	0.246	0.276	0.276	0.39	0.378	0.039
T1295TS079_3o__T1295TS298_2o	0.716	0.254	0.637	0.397	0.254	0.418
T1295TS079_5o__T1295TS304_5o	0.37	0.135	0.253	0.22	0.221	0.26
T1295TS091_1o__T1295TS196_4o	0.29	0.347	0.347	0.445	0.35	0.212
T1295TS110_5o__T1295TS267_1o	0.198	0.213	0.213	0.336	0.293	0.036
T1295TS122_3o__T1295TS164_2o	0.022	0.023	0.023	0.036	0.117	0.028
T1295TS147_3o__T1295TS284_2o	0.271	0.193	0.193	0.32	0.437	0.111
T1295TS147_5o__T1295TS208_1o	0.378	0.304	0.304	0.401	0.45	0.165
T1295TS148_4o__T1295TS051_3o	0.336	0.184	0.184	0.299	0.306	0.263
T1295TS164_1o__T1295TS267_1o	0.505	0.395	0.395	0.53	0.557	0.182
T1295TS164_3o__T1295TS148_2o	0.145	0.062	0.062	0.092	0.222	0.063
T1295TS164_5o__T1295TS287_3o	0.617	0.391	0.391	0.429	0.333	0.242
T1295TS167_5o__T1295TS304_4o	0.423	0.335	0.335	0.518	0.479	0.27
T1295TS221_1o__T1295TS294_4o	0.438	0.228	0.228	0.337	0.27	0.101
T1295TS262_2o__T1295TS164_5o	0.159	0.249	0.249	0.301	0.216	0.049
T1295TS262_3o__T1295TS450_5o	0.502	0.573	0.573	0.483	0.659	0.39
T1295TS264_1o__T1295TS419_1o	0.197	0.225	0.225	0.32	0.219	0.031
T1295TS264_2o__T1295TS022_2o	0.504	0.465	0.465	0.447	0.61	0.397
T1295TS264_4o__T1295TS028_5o	0.444	0.343	0.343	0.363	0.619	0.356
T1295TS264_5o__T1295TS052_2o	0.655	0.722	0.722	0.652	0.726	0.78
T1295TS267_4o__T1295TS294_1o	0.483	0.418	0.418	0.623	0.493	0.161
T1295TS272_4o__T1295TS284_2o	0.313	0.229	0.229	0.358	0.372	0.097
T1295TS272_5o__T1295TS267_2o	0.303	0.276	0.276	0.403	0.331	0.115
T1295TS284_2o__T1295TS331_5o	0.312	0.156	0.156	0.26	0.292	0.098
T1295TS284_3o__T1295TS031_2o	0.264	0.248	0.248	0.377	0.324	0.082
T1295TS284_3o__T1295TS264_3o	0.323	0.196	0.196	0.304	0.388	0.129
T1295TS286_1o__T1295TS015_5o	0.004	0.005	0.005	0.001	0.357	0.007
T1295TS286_2o__T1295TS164_2o	0.004	0.0	0.0	0.0	0.152	0.034
T1295TS286_3o__T1295TS028_2o	0.448	0.213	0.213	0.322	0.191	0.126
T1295TS287_1o__T1295TS465_2o	0.349	0.532	0.532	0.566	0.491	0.157
T1295TS287_2o__T1295TS456_1o	0.554	0.292	0.292	0.44	0.439	0.315
T1295TS287_4o__T1295TS294_3o	0.246	0.296	0.296	0.407	0.411	0.072
T1295TS287_4o__T1295TS312_5o	0.494	0.326	0.326	0.464	0.404	0.254
T1295TS293_3o__T1295TS284_2o	0.651	0.201	0.422	0.338	0.229	0.286
T1295TS294_1o__T1295TS075_5o	0.383	0.263	0.263	0.372	0.28	0.096
T1295TS294_3o__T1295TS147_3o	0.394	0.21	0.21	0.301	0.295	0.093
T1295TS294_3o__T1295TS163_4o	0.023	0.028	0.028	0.021	0.121	0.014
T1295TS294_4o__T1295TS393_2o	0.422	0.378	0.378	0.362	0.582	0.217
T1295TS294_5o__T1295TS059_2o	0.461	0.228	0.228	0.31	0.309	0.154
T1295TS298_2o__T1295TS015_1o	0.067	0.066	0.066	0.105	0.434	0.024
T1295TS298_3o__T1295TS241_5o	0.252	0.141	0.141	0.221	0.335	0.074
T1295TS298_4o__T1295TS015_3o	0.113	0.082	0.082	0.119	0.378	0.027
T1295TS298_4o__T1295TS465_3o	0.052	0.056	0.056	0.068	0.272	0.013
T1295TS301_3o__T1295TS163_3o	0.062	0.068	0.068	0.109	0.285	0.016
T1295TS304_2o__T1295TS028_4o	0.463	0.316	0.316	0.441	0.52	0.242
T1295TS304_2o__T1295TS241_4o	0.488	0.301	0.301	0.447	0.46	0.238
T1295TS304_4o__T1295TS110_4o	0.547	0.476	0.476	0.521	0.484	0.264
T1295TS304_5o__T1295TS331_1o	0.357	0.209	0.209	0.323	0.3	0.188
T1295TS312_2o__T1295TS450_5o	0.654	0.754	0.754	0.638	0.741	0.604
T1295TS319_3o__T1295TS163_1o	0.027	0.024	0.024	0.045	0.059	0.039
T1295TS319_4o__T1295TS219_1o	0.003	0.0	0.0	0.0	0.27	0.004
T1295TS331_5o__T1295TS015_2o	0.001	0.001	0.001	0.001	0.231	0.025
T1295TS331_5o__T1295TS286_2o	0.01	0.007	0.007	0.003	0.299	0.026
T1295TS388_1o__T1295TS287_5o	0.234	0.153	0.153	0.236	0.346	0.038
T1295TS388_5o__T1295TS059_4o	0.668	0.765	0.765	0.762	0.858	0.308
T1295TS393_1o__T1295TS419_5o	0.356	0.27	0.27	0.387	0.518	0.27
T1295TS393_1o__T1295TS423_2o	0.176	0.168	0.168	0.249	0.242	0.035
T1295TS393_1o__T1295TS456_1o	0.747	0.739	0.739	0.714	0.793	0.605
T1295TS419_1o__T1295TS450_4o	0.003	0.0	0.0	0.0	0.1	0.012
T1295TS419_4o__T1295TS241_1o	0.406	0.303	0.303	0.355	0.495	0.252
T1295TS419_5o__T1295TS091_2o	0.417	0.331	0.331	0.418	0.54	0.264
T1295TS423_4o__T1295TS091_5o	0.323	0.145	0.145	0.203	0.25	0.034
T1295TS423_5o__T1295TS051_3o	0.324	0.126	0.126	0.198	0.214	0.073
T1295TS425_3o__T1295TS241_4o	0.37	0.2	0.2	0.331	0.295	0.32
T1295TS425_3o__T1295TS284_3o	0.25	0.162	0.162	0.265	0.272	0.077
T1295TS425_4o__T1295TS015_2o	0.001	0.001	0.001	0.001	0.241	0.026
T1295TS425_4o__T1295TS287_3o	0.376	0.251	0.251	0.403	0.315	0.313
T1295TS425_5o__T1295TS286_3o	0.186	0.172	0.172	0.256	0.163	0.024
T1295TS450_1o__T1295TS264_6o	0.001	0.001	0.001	0.0	0.04	0.005
T1295TS450_1o__T1295TS425_5o	0.035	0.007	0.007	0.0	0.113	0.005
T1295TS456_1o__T1295TS345_1o	0.334	0.198	0.198	0.315	0.337	0.254
T1295TS456_5o__T1295TS462_6o	0.127	0.131	0.131	0.187	0.321	0.026
T1295TS462_2o__T1295TS208_5o	0.369	0.279	0.279	0.352	0.417	0.215
T1295TS462_3o__T1295TS312_1o	0.437	0.267	0.267	0.431	0.533	0.371
T1295TS462_4o__T1295TS262_5o	0.375	0.255	0.255	0.401	0.434	0.296
T1295TS462_5o__T1295TS475_1o	0.267	0.196	0.196	0.308	0.449	0.107
T1295TS465_2o__T1295TS264_6o	0.71	0.37	0.37	0.412	0.332	0.383
T1295TS465_4o__T1295TS331_3o	0.43	0.155	0.155	0.197	0.18	0.129
T1295TS465_5o__T1295TS208_1o	0.298	0.201	0.201	0.238	0.227	0.131
T1295TS475_3o__T1295TS345_4o	0.322	0.152	0.152	0.263	0.261	0.1
T1298TS014_5o__T1298TS290_2o	0.86	0.941	0.941	0.849	0.879	0.644
T1298TS014_6o__T1298TS040_2o	0.784	0.899	0.899	0.818	0.848	0.392
T1298TS022_1o__T1298TS286_3o	0.92	0.969	0.969	0.921	0.913	0.81
T1298TS022_3o__T1298TS462_1o	0.96	0.981	0.981	0.927	0.951	0.533
T1298TS040_4o__T1298TS450_4o	0.373	0.325	0.325	0.306	0.295	0.162
T1298TS040_5o__T1298TS465_4o	0.749	0.93	0.93	0.861	0.868	0.327
T1298TS051_6o__T1298TS208_4o	0.929	0.973	0.973	0.924	0.944	0.434
T1298TS079_4o__T1298TS322_4o	0.346	0.406	0.406	0.362	0.604	0.162
T1298TS085_4o__T1298TS286_5o	0.715	0.917	0.917	0.792	0.815	0.344
T1298TS122_1o__T1298TS261_3o	0.83	0.959	0.959	0.891	0.929	0.424
T1298TS122_1o__T1298TS331_2o	0.891	0.971	0.971	0.902	0.905	0.422
T1298TS122_2o__T1298TS198_5o	0.907	0.974	0.974	0.951	0.922	0.449
T1298TS122_5o__T1298TS337_3o	0.565	0.612	0.612	0.662	0.767	0.269
T1298TS139_1o__T1298TS022_1o	0.87	0.952	0.952	0.881	0.827	0.367
T1298TS139_2o__T1298TS419_5o	0.498	0.506	0.506	0.49	0.51	0.182
T1298TS139_3o__T1298TS331_1o	0.535	0.487	0.487	0.498	0.52	0.209
T1298TS139_4o__T1298TS293_5o	0.521	0.498	0.498	0.481	0.506	0.193
T1298TS139_6o__T1298TS052_2o	0.909	0.967	0.967	0.919	0.904	0.835
T1298TS147_1o__T1298TS091_2o	0.947	0.978	0.978	0.93	0.943	0.848
T1298TS147_3o__T1298TS241_2o	0.874	0.959	0.959	0.907	0.967	0.407
T1298TS147_4o__T1298TS264_3o	0.829	0.934	0.934	0.824	0.874	0.399
T1298TS147_4o__T1298TS290_1o	0.863	0.938	0.938	0.882	0.934	0.612
T1298TS147_5o__T1298TS110_1o	0.915	0.967	0.967	0.923	0.958	0.545
T1298TS148_1o__T1298TS388_3o	0.592	0.507	0.507	0.538	0.539	0.22
T1298TS148_2o__T1298TS204_2o	0.917	0.978	0.978	0.925	0.937	0.416
T1298TS148_5o__T1298TS298_2o	0.907	0.976	0.976	0.941	0.937	0.437
T1298TS163_4o__T1298TS304_1o	0.958	0.979	0.979	0.952	0.937	0.44
T1298TS164_3o__T1298TS494_2o	0.936	0.982	0.982	0.912	0.928	0.849
T1298TS164_5o__T1298TS301_3o	0.963	0.978	0.978	0.955	0.96	0.458
T1298TS167_3o__T1298TS208_4o	0.455	0.508	0.508	0.38	0.376	0.222
T1298TS167_4o__T1298TS331_5o	0.195	0.324	0.324	0.315	0.294	0.089
T1298TS196_1o__T1298TS419_4o	0.797	0.932	0.932	0.815	0.8	0.624
T1298TS196_4o__T1298TS196_1o	0.996	0.995	0.995	0.997	0.992	0.707
T1298TS196_5o__T1298TS114_2o	0.595	0.626	0.626	0.667	0.774	0.265
T1298TS196_5o__T1298TS290_4o	0.924	0.977	0.977	0.894	0.88	0.508
T1298TS204_1o__T1298TS301_2o	0.982	0.986	0.986	0.966	0.952	0.47
T1298TS204_3o__T1298TS114_4o	0.547	0.609	0.609	0.64	0.767	0.263
T1298TS204_5o__T1298TS312_2o	0.982	0.988	0.988	0.969	0.944	0.432
T1298TS204_5o__T1298TS423_1o	0.928	0.977	0.977	0.904	0.892	0.649
T1298TS208_3o__T1298TS301_1o	0.981	0.991	0.991	0.982	0.969	0.92
T1298TS218_2o__T1298TS147_3o	0.855	0.958	0.958	0.883	0.921	0.416
T1298TS218_4o__T1298TS262_5o	0.959	0.978	0.978	0.963	0.938	0.442
T1298TS221_1o__T1298TS051_5o	0.881	0.959	0.959	0.934	0.928	0.379
T1298TS261_2o__T1298TS079_2o	0.881	0.966	0.966	0.876	0.926	0.914
T1298TS261_3o__T1298TS267_1o	0.877	0.968	0.968	0.876	0.881	0.638
T1298TS262_1o__T1298TS040_5o	0.822	0.935	0.935	0.846	0.862	0.426
T1298TS262_2o__T1298TS085_1o	0.875	0.956	0.956	0.903	0.891	0.428
T1298TS262_4o__T1298TS450_2o	0.475	0.565	0.565	0.533	0.64	0.212
T1298TS262_5o__T1298TS051_6o	0.873	0.967	0.967	0.918	0.921	0.404
T1298TS264_3o__T1298TS079_3o	0.929	0.979	0.979	0.944	0.936	0.445
T1298TS264_5o__T1298TS221_1o	0.901	0.962	0.962	0.929	0.906	0.363
T1298TS264_5o__T1298TS262_1o	0.879	0.967	0.967	0.905	0.904	0.406
T1298TS264_6o__T1298TS148_4o	0.991	0.993	0.993	0.975	0.984	0.958
T1298TS267_1o__T1298TS091_2o	0.952	0.98	0.98	0.933	0.927	0.542
T1298TS267_2o__T1298TS393_5o	0.921	0.973	0.973	0.892	0.883	0.433
T1298TS267_3o__T1298TS051_1o	0.915	0.972	0.972	0.921	0.936	0.445
T1298TS267_5o__T1298TS040_1o	0.869	0.951	0.951	0.917	0.945	0.615
T1298TS272_4o__T1298TS196_4o	0.945	0.98	0.98	0.946	0.984	0.71
T1298TS274_2o__T1298TS079_1o	0.92	0.981	0.981	0.926	0.968	0.761
T1298TS286_3o__T1298TS147_5o	0.879	0.967	0.967	0.935	0.975	0.435
T1298TS286_5o__T1298TS286_2o	0.775	0.924	0.924	0.813	0.835	0.397
T1298TS287_1o__T1298TS208_5o	0.987	0.994	0.994	0.982	0.976	0.868
T1298TS287_2o__T1298TS319_4o	0.875	0.969	0.969	0.914	0.943	0.408
T1298TS287_4o__T1298TS204_2o	0.908	0.977	0.977	0.926	0.944	0.404
T1298TS293_1o__T1298TS196_3o	0.978	0.987	0.987	0.965	0.984	0.784
T1298TS293_2o__T1298TS241_2o	0.952	0.981	0.981	0.944	0.944	0.436
T1298TS293_2o__T1298TS300_2o	0.484	0.644	0.644	0.647	0.583	0.19
T1298TS293_3o__T1298TS051_1o	0.953	0.98	0.98	0.963	0.96	0.446
T1298TS293_4o__T1298TS139_5o	0.841	0.96	0.96	0.891	0.857	0.392
