input	cv1_target_residues	cv1_model_residues	cv1_target_atoms	cv1_model_atoms	cv3_target_atoms	cv3_model_atoms	cv4_target_atoms	cv4_model_atoms	old_global_score	voronota_js_global_score	cadscore_lt_global_score	cadscore_lt_global_f1	cadscore_lt_rm_global_score	cadscore_lt_rm_global_f1	cadscore_lt_r_global_score	cadscore_lt_r_global_f1	old_iface_score	voronota_js_iface_score	cadscore_lt_iface_score	cadscore_lt_iface_f1	cadscore_lt_rm_iface_score	cadscore_lt_rm_iface_f1	cadscore_lt_r_iface_score	cadscore_lt_r_iface_f1	old_global_time	voronota_js_global_time	cadscore_lt_global_time	cadscore_lt_rm_global_time	cadscore_lt_r_global_time	old_iface_time	voronota_js_iface_time	cadscore_lt_iface_time	cadscore_lt_rm_iface_time	cadscore_lt_r_iface_time	voronota_js_lt_global_score	voronota_js_lt_global_time	voronota_js_lt_iface_score	voronota_js_lt_iface_time
T1259TS301_4o__T1259TS122_1o	729	729	4728	4728	4728	4728	4728	4728	0.926148	0.92175	0.921732	0.951202	0.921732	0.951202	0.921732	0.951202	0.80228	0.81905	0.819604	0.896663	0.819753	0.896677	0.819604	0.896663	4.38	6.00	0.30	0.33	0.30	4.24	1.55	0.08	0.10	0.09	0.92173	0.91	0.8196	0.32
T1259TS311_3o__T1259TS468_3o	729	729	4728	4725	4728	4725	4728	4725	0.82778	0.83081	0.831679	0.880615	0.831731	0.880633	0.831679	0.880615	0.647942	0.67237	0.672336	0.759612	0.672776	0.759879	0.672336	0.759612	4.80	5.15	0.28	0.31	0.30	4.69	1.39	0.08	0.10	0.10	0.83168	0.92	0.67234	0.29
T1259TS311_5o__T1259TS040_3o	729	729	4728	4728	4728	4728	4728	4728	0.704189	0.67975	0.678724	0.774198	0.679514	0.775283	0.678724	0.774198	0.000803425	0.00091	0.000941	0.001287	0.008159	0.01356	0.000941	0.001287	4.49	6.08	0.27	0.30	0.30	4.84	1.16	0.08	0.08	0.08	0.67872	0.87	0.00094	0.30
T1259TS312_3o__T1259TS148_4o	729	729	4728	4728	4728	4728	4728	4728	0.879999	0.87769	0.87736	0.918435	0.877366	0.918447	0.87736	0.918435	0.687169	0.70427	0.704558	0.796947	0.704558	0.796947	0.704558	0.796947	4.93	6.37	0.29	0.31	0.30	3.98	1.02	0.11	0.09	0.09	0.87736	0.93	0.70456	0.32
T1259TS312_4o__T1259TS204_4o	729	729	4728	4728	4728	4728	4728	4728	0.916788	0.92431	0.924364	0.952551	0.924429	0.95258	0.924364	0.952551	0.816444	0.82786	0.827109	0.857902	0.827624	0.858116	0.827109	0.857902	5.04	6.59	0.29	0.31	0.30	4.27	1.38	0.12	0.09	0.10	0.92436	0.89	0.82711	0.33
T1259TS331_1o__T1259TS139_6o	729	729	4728	4725	4728	4725	4728	4725	0.804357	0.8112	0.811824	0.877292	0.811891	0.877312	0.811824	0.877292	0.678705	0.71592	0.718756	0.795236	0.719194	0.795277	0.718756	0.795236	5.17	5.88	0.28	0.30	0.30	4.78	1.38	0.10	0.09	0.09	0.81182	0.84	0.71876	0.26
T1259TS337_1o__T1259TS425_2o	729	729	4728	4728	4728	4728	4728	4728	0.82962	0.81605	0.815434	0.873881	0.815679	0.874006	0.815434	0.873881	0.578447	0.58142	0.581103	0.689046	0.581431	0.689092	0.581103	0.689046	4.65	5.53	0.29	0.31	0.32	4.61	1.43	0.07	0.09	0.09	0.81543	0.90	0.5811	0.33
T1259TS337_3o__T1259TS028_4o	729	729	4728	4728	4728	4728	4728	4728	0.84035	0.8295	0.830061	0.883903	0.830149	0.883954	0.830061	0.883903	0.66011	0.66273	0.66303	0.759307	0.66303	0.759307	0.66303	0.759307	4.57	6.60	0.29	0.32	0.30	4.75	1.13	0.08	0.09	0.09	0.83006	0.89	0.66303	0.32
T1259TS345_1o__T1259TS023_3o	729	729	4728	4728	4728	4728	4728	4728	0.863138	0.85347	0.853741	0.897343	0.853813	0.897381	0.853741	0.897343	0.704402	0.72536	0.725306	0.772603	0.725306	0.772603	0.725306	0.772603	4.46	4.91	0.28	0.31	0.31	4.49	1.09	0.08	0.11	0.09	0.85374	0.89	0.72531	0.35
T1259TS369_1o__T1259TS191_1o	729	729	4728	4725	4728	4725	4728	4725	0.772693	0.7695	0.769355	0.82552	0.769431	0.825571	0.769355	0.82552	0.3122	0.37146	0.374791	0.424648	0.375027	0.424802	0.374791	0.424648	4.57	5.07	0.29	0.32	0.30	4.75	1.21	0.09	0.09	0.09	0.76936	0.90	0.37479	0.32
T1259TS375_2o__T1259TS196_2o	729	729	4728	4728	4728	4728	4728	4728	0.75824	0.7414	0.741002	0.787224	0.815368	0.86837	0.741002	0.787224	0.0561899	0.07586	0.075465	0.100446	0.605837	0.715909	0.075465	0.100446	5.17	5.80	0.29	0.31	0.30	4.61	1.28	0.09	0.09	0.10	0.741	0.94	0.07546	0.36
T1259TS375_4o__T1259TS494_5o	729	729	4728	4725	4728	4725	4728	4725	0.804727	0.81185	0.813872	0.87665	0.813949	0.876676	0.813872	0.87665	0.566098	0.59733	0.59814	0.722698	0.598489	0.722901	0.59814	0.722698	4.69	6.55	0.29	0.31	0.35	4.17	1.20	0.09	0.09	0.09	0.81387	0.92	0.59814	0.36
T1259TS380_1o__T1259TS494_3o	729	729	4728	4725	4728	4725	4728	4725	0.740136	0.72709	0.727528	0.783112	0.798612	0.863569	0.727528	0.783112	0.0616872	0.07587	0.075619	0.094212	0.674625	0.748832	0.075619	0.094212	4.38	5.89	0.29	0.32	0.31	4.62	1.34	0.08	0.10	0.09	0.72753	0.95	0.07562	0.35
T1259TS380_3o__T1259TS468_4o	729	729	4728	4725	4728	4725	4728	4725	0.90512	0.91815	0.918709	0.9521	0.918709	0.9521	0.918709	0.9521	0.872403	0.88505	0.887286	0.926533	0.887286	0.926533	0.887286	0.926533	4.52	5.27	0.29	0.30	0.30	4.85	1.03	0.08	0.09	0.09	0.91871	0.93	0.88729	0.31
T1259TS380_4o__T1259TS022_1o	729	729	4728	4728	4728	4728	4728	4728	0.771825	0.75482	0.754543	0.808313	0.828735	0.888897	0.754543	0.808313	0.0693965	0.09194	0.091596	0.110672	0.691348	0.80204	0.091596	0.110672	4.41	6.49	0.28	0.34	0.30	4.57	1.30	0.07	0.09	0.10	0.75454	0.91	0.0916	0.30
T1259TS388_4o__T1259TS312_2o	729	729	4725	4728	4725	4728	4725	4728	0.759772	0.73965	0.73949	0.786603	0.812532	0.86702	0.73949	0.786603	0.0675083	0.09068	0.089588	0.103937	0.621595	0.7127	0.089588	0.103937	4.69	4.63	0.28	0.32	0.30	4.13	1.38	0.09	0.09	0.09	0.73949	0.91	0.08959	0.33
T1259TS419_1o__T1259TS051_1o	729	729	4728	4728	4728	4728	4728	4728	0.746809	0.73784	0.737909	0.794338	0.81331	0.879084	0.737909	0.794338	0.0620105	0.08105	0.080919	0.096871	0.720694	0.79168	0.080919	0.096871	4.42	5.94	0.30	0.31	0.29	4.26	1.40	0.10	0.09	0.10	0.73791	0.90	0.08092	0.34
T1259TS419_5o__T1259TS272_2o	729	729	4728	4725	4728	4725	4728	4725	0.72052	0.70694	0.706511	0.763935	0.777392	0.843561	0.706511	0.763935	0.0486376	0.06427	0.063739	0.080275	0.651798	0.721882	0.063739	0.080275	3.93	6.17	0.28	0.32	0.29	4.70	1.12	0.08	0.09	0.09	0.70651	0.87	0.06374	0.32
T1259TS419_5o__T1259TS465_3o	729	729	4728	4728	4728	4728	4728	4728	0.801647	0.80009	0.800628	0.872431	0.800628	0.872431	0.800628	0.872431	0.648019	0.64748	0.648245	0.751092	0.648245	0.751092	0.648245	0.751092	4.75	6.52	0.29	0.31	0.29	4.83	1.36	0.08	0.09	0.09	0.80063	0.89	0.64824	0.32
T1259TS425_4o__T1259TS468_1o	729	729	4728	4725	4728	4725	4728	4725	0.834013	0.82955	0.830214	0.881588	0.830214	0.881588	0.830214	0.881588	0.58012	0.60197	0.600558	0.697369	0.600558	0.697369	0.600558	0.697369	5.24	5.67	0.28	0.31	0.29	4.64	1.38	0.07	0.09	0.10	0.83021	0.89	0.60056	0.33
T1259TS456_2o__T1259TS117_3o	729	729	4728	4728	4728	4728	4728	4728	0.701658	0.69941	0.6993	0.757392	0.768935	0.842038	0.6993	0.757392	0.047907	0.06876	0.068486	0.081371	0.592545	0.679819	0.068486	0.081371	3.92	6.68	0.30	0.32	0.32	4.61	1.30	0.09	0.15	0.11	0.6993	0.94	0.06849	0.37
T1259TS456_5o__T1259TS147_5o	729	729	4728	4728	4728	4728	4728	4728	0.879887	0.87826	0.878253	0.917592	0.878466	0.917677	0.878253	0.917592	0.767917	0.779	0.779978	0.821281	0.780689	0.821322	0.779978	0.821281	4.94	5.98	0.29	0.32	0.31	4.55	1.26	0.08	0.09	0.10	0.87825	0.91	0.77998	0.33
T1259TS462_3o__T1259TS425_5o	729	729	4728	4728	4728	4728	4728	4728	0.829465	0.82114	0.821158	0.870715	0.821158	0.870715	0.821158	0.870715	0.670823	0.69579	0.695707	0.696221	0.695707	0.696221	0.695707	0.696221	4.87	5.80	0.28	0.31	0.29	4.83	1.43	0.09	0.09	0.09	0.82116	0.91	0.69571	0.34
T1259TS465_5o__T1259TS163_3o	729	729	4728	4728	4728	4728	4728	4728	0.79995	0.78533	0.785039	0.834107	0.794581	0.845408	0.785039	0.834107	0.327712	0.32245	0.323311	0.379162	0.394356	0.466823	0.323311	0.379162	4.88	6.21	0.28	0.31	0.30	5.04	1.38	0.09	0.09	0.09	0.78504	0.89	0.32331	0.33
T1259TS468_3o__T1259TS450_3o	729	729	4725	4728	4725	4728	4725	4728	0.62684	0.60759	0.606672	0.697952	0.622115	0.72005	0.606672	0.697952	0.0164366	0.02277	0.022713	0.041127	0.152421	0.229389	0.022713	0.041127	4.95	6.34	0.29	0.30	0.30	4.76	1.30	0.07	0.09	0.09	0.60667	0.90	0.02271	0.32
T1259TS468_5o__T1259TS110_2o	729	729	4725	4728	4725	4728	4725	4728	0.762797	0.74631	0.7458	0.795718	0.820194	0.876978	0.7458	0.795718	0.060887	0.07424	0.073636	0.090844	0.69926	0.765811	0.073636	0.090844	4.86	4.88	0.28	0.31	0.31	4.59	1.34	0.08	0.09	0.09	0.7458	0.91	0.07364	0.33
T1259TS468_5o__T1259TS462_4o	729	729	4725	4728	4725	4728	4725	4728	0.778015	0.764	0.763393	0.804638	0.840651	0.889286	0.763393	0.804638	0.0697088	0.08701	0.086601	0.095574	0.735984	0.807999	0.086601	0.095574	3.96	5.72	0.29	0.31	0.30	4.52	1.29	0.08	0.10	0.09	0.76339	0.86	0.0866	0.30
T1259TS475_2o__T1259TS286_2o	729	729	4728	4728	4728	4728	4728	4728	0.739463	0.71997	0.72014	0.776253	0.785819	0.850097	0.72014	0.776253	0.0668233	0.09248	0.091854	0.109651	0.585799	0.683262	0.091854	0.109651	4.69	5.82	0.30	0.30	0.30	4.68	1.27	0.09	0.10	0.09	0.72014	0.92	0.09185	0.32
T1259TS475_3o__T1259TS204_2o	729	729	4728	4728	4728	4728	4728	4728	0.88536	0.88758	0.887549	0.927161	0.887549	0.927161	0.887549	0.927161	0.690544	0.70753	0.708639	0.777501	0.708639	0.777501	0.708639	0.777501	4.97	6.22	0.28	0.30	0.31	4.14	1.32	0.09	0.09	0.09	0.88755	0.90	0.70864	0.33
T1259TS475_5o__T1259TS014_4o	729	729	4728	4728	4728	4728	4728	4728	0.824182	0.81274	0.81325	0.86512	0.813279	0.86513	0.81325	0.86512	0.614188	0.6148	0.615728	0.677924	0.615768	0.677947	0.615728	0.677924	4.89	5.40	0.28	0.31	0.30	4.78	1.12	0.09	0.10	0.10	0.81325	0.90	0.61573	0.39
T1259TS489_1o__T1259TS163_2o	729	729	4728	4728	4728	4728	4728	4728	0.869419	0.86473	0.865279	0.91349	0.865534	0.913656	0.865279	0.91349	0.733788	0.72745	0.727807	0.817293	0.728264	0.817781	0.727807	0.817293	4.83	6.33	0.29	0.31	0.32	4.56	1.37	0.13	0.09	0.09	0.86528	0.92	0.72781	0.33
T1259TS494_3o__T1259TS147_5o	729	729	4725	4728	4725	4728	4725	4728	0.767405	0.76824	0.768546	0.815045	0.841383	0.895532	0.768546	0.815045	0.0877171	0.11964	0.119059	0.13088	0.691131	0.745274	0.119059	0.13088	4.61	6.04	0.29	0.32	0.31	5.06	1.46	0.10	0.10	0.09	0.76855	0.93	0.11906	0.34
T1259TS494_3o__T1259TS331_3o	729	729	4725	4728	4725	4728	4725	4728	0.742293	0.73723	0.737218	0.787326	0.816669	0.874451	0.737218	0.787326	0.0697301	0.09139	0.090947	0.10771	0.714549	0.805231	0.090947	0.10771	5.17	6.60	0.29	0.32	0.30	4.38	1.43	0.08	0.09	0.09	0.73722	0.93	0.09095	0.33
T1269v1TS014_1o__T1269v1TS272_3o	5640	2820	42348	21172	42348	21172	42348	21172	0.38132	0.37496	0.37521	0.547392	0.37521	0.547392	0.37521	0.547392	0	0	0	0	0.042881	0.087933	0	0	41.72	53.28	1.77	2.00	1.95	40.11	5.77	0.41	0.57	0.57	0.37521	5.74	0	1.51
T1269v1TS014_5o__T1269v1TS051_5o	5640	4230	42344	31761	42344	31761	42344	31761	0.560942	0.56705	0.567972	0.706962	0.580193	0.720964	0.567972	0.706962	0.00661164	0.0147	0.014842	0.034378	0.132082	0.22685	0.014842	0.034378	50.45	53.61	2.10	2.58	2.30	40.19	7.09	0.49	0.69	0.67	0.56797	6.55	0.01484	1.69
T1269v1TS014_6o__T1269v1TS456_4o	5640	2498	42344	18782	42344	18782	42344	18782	0.355586	0.35671	0.357346	0.534404	0.363234	0.544296	0.357346	0.534404	0	0	0	0	0.185237	0.296912	0	0	32.09	46.03	1.70	2.09	1.86	32.07	3.87	0.38	0.56	0.55	0.35735	5.33	0	1.04
T1269v1TS015_3o__T1269v1TS425_4o	7685	2820	57984	21174	57984	21174	57984	21174	0.0614788	0.06018	0.060266	0.095007	0.257897	0.412798	0.128752	0.205579	0	0	0	0	0.034017	0.067751	0	0	47.22	56.64	2.18	2.80	2.40	50.05	4.73	0.50	0.70	0.69	0.06027	7.01	0	1.92
T1269v1TS015_5o__T1269v1TS465_5o	7711	2820	58120	21172	58120	21172	58120	21172	0.0585641	0.0573	0.057355	0.092054	0.248609	0.402345	0.125931	0.203535	0	0	0	0	0.080535	0.150026	0.039366	0.072548	44.64	65.24	2.18	2.77	2.36	53.49	6.14	0.48	0.68	0.68	0.05736	7.01	0	1.89
T1269v1TS022_1o__T1269v1TS139_3o	8112	2820	61080	21172	61080	21172	61080	21172	0.196292	0.19458	0.194812	0.322368	0.251919	0.417685	0.19481	0.3223	1.46823e-06	0.00038	0.000371	0.005859	0.024097	0.054389	0.000371	0.005859	55.05	63.43	2.28	3.18	2.50	56.68	6.42	0.51	0.73	0.73	0.19481	7.21	0.00037	1.88
T1269v1TS022_2o__T1269v1TS419_4o	2498	5640	18782	42348	18782	42348	18782	42348	0.799201	0.79453	0.794941	0.535072	0.827823	0.556564	0.794941	0.535072	0	0	0	0	0.583324	0.395403	0	0	41.69	44.59	1.71	2.17	1.85	39.47	5.63	0.39	0.56	0.54	0.79494	5.36	0	1.30
T1269v1TS031_1o__T1269v1TS052_4o	2820	2498	21172	18782	21172	18782	21172	18782	0.447283	0.45192	0.452106	0.498354	0.452106	0.498354	0.452106	0.498354	0.259827	0.33154	0.331176	0.192557	0.331176	0.192557	0.331176	0.192557	25.81	25.49	1.10	1.26	1.21	23.29	1.98	0.24	0.33	0.34	0.45211	3.59	0.33118	0.68
T1269v1TS031_2o__T1269v1TS052_2o	2820	2498	21172	18782	21172	18782	21172	18782	0.446187	0.4508	0.451109	0.497691	0.451131	0.497699	0.451109	0.497691	0.247574	0.30942	0.309751	0.190173	0.309906	0.190109	0.309751	0.190173	25.63	29.51	1.12	1.29	1.22	23.23	2.28	0.23	0.35	0.35	0.45111	3.42	0.30975	1.02
T1269v1TS031_5o__T1269v1TS059_2o	2820	2820	21172	21172	21172	21172	21172	21172	0.789359	0.79311	0.794321	0.87062	0.794321	0.87062	0.794321	0.87062	0.606728	0.63175	0.630645	0.754185	0.630645	0.754185	0.630645	0.754185	25.93	32.08	1.19	1.29	1.28	23.87	1.65	0.25	0.35	0.35	0.79432	3.62	0.63065	1.03
T1269v1TS051_5o__T1269v1TS425_5o	4230	4230	31761	31761	31761	31761	31761	31761	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.68	43.68	1.78	2.00	1.93	35.65	4.48	0.40	0.58	0.58	1	5.50	1	1.55
T1269v1TS051_5o__T1269v1TS450_3o	4230	2820	31761	21174	31761	21174	31761	21174	0.450672	0.4429	0.443145	0.606153	0.443145	0.606153	0.443145	0.606153	0.0156306	0.01444	0.015013	0.03689	0.015013	0.03689	0.015013	0.03689	28.96	34.80	1.52	1.67	1.68	25.17	1.92	0.32	0.47	0.46	0.44315	4.51	0.01501	0.97
T1269v1TS052_1o__T1269v1TS139_1o	8112	2820	61080	21172	61080	21172	61080	21172	0.195857	0.19472	0.194954	0.322694	0.25194	0.417838	0.194944	0.322621	0.00039851	0.00087	0.000876	0.006338	0.022321	0.053355	0.000876	0.006338	50.94	64.50	2.31	3.13	2.53	47.26	5.89	0.52	0.72	0.71	0.19495	7.38	0.00088	2.09
T1269v1TS052_1o__T1269v1TS164_2o	8112	2820	61080	21172	61080	21172	61080	21172	0.218367	0.21673	0.216706	0.339953	0.281521	0.442068	0.216628	0.339814	0.00106889	0.00216	0.002175	0.007792	0.023291	0.052854	0.002175	0.007792	59.12	66.93	2.31	3.28	2.53	57.05	6.20	0.50	0.73	0.73	0.21671	7.34	0.00217	1.70
T1269v1TS052_2o__T1269v1TS163_5o	2498	2820	18782	21172	18782	21172	18782	21172	0.497539	0.49777	0.497769	0.499431	0.497769	0.499431	0.497769	0.499431	0.0991079	0.12389	0.124169	0.193505	0.124169	0.193505	0.124169	0.193505	24.53	31.27	1.12	1.29	1.21	24.34	2.36	0.24	0.34	0.34	0.49777	3.42	0.12417	0.99
T1269v1TS052_3o__T1269v1TS031_5o	2820	2820	21174	21172	21174	21172	21174	21172	0.835562	0.83571	0.836343	0.898712	0.836343	0.898712	0.836343	0.898712	0.691716	0.7009	0.702497	0.810846	0.702497	0.810846	0.702497	0.810846	25.24	29.92	1.15	1.27	1.26	22.38	1.26	0.23	0.35	0.37	0.83634	3.73	0.7025	0.97
T1269v1TS052_3o__T1269v1TS345_4o	2820	2820	21174	21172	21174	21172	21174	21172	0.832459	0.82819	0.82881	0.895828	0.828817	0.895848	0.82881	0.895828	0.71435	0.70138	0.702695	0.815133	0.702695	0.815133	0.702695	0.815133	25.88	27.51	1.23	1.28	1.28	24.68	1.75	0.25	0.35	0.35	0.82881	3.71	0.70269	1.05
T1269v1TS052_5o__T1269v1TS465_3o	2498	2820	18782	21172	18782	21172	18782	21172	0.819973	0.82283	0.823429	0.842591	0.823455	0.842619	0.823429	0.842591	0.601084	0.62903	0.630236	0.744859	0.630671	0.745721	0.630236	0.744859	23.92	27.84	1.11	1.23	1.20	22.51	0.97	0.25	0.32	0.33	0.82343	3.46	0.63024	0.96
T1269v1TS059_2o__T1269v1TS059_5o	2820	2820	21172	21172	21172	21172	21172	21172	0.843966	0.84334	0.843476	0.901973	0.843476	0.901973	0.843476	0.901973	0.796408	0.79517	0.795187	0.875394	0.797354	0.877477	0.795187	0.875394	25.67	29.79	1.18	1.29	1.29	21.27	0.96	0.24	0.35	0.41	0.84348	3.55	0.79519	0.94
T1269v1TS059_3o__T1269v1TS331_4o	2820	2820	21172	21174	21172	21174	21172	21174	0.803698	0.80243	0.803175	0.872326	0.803175	0.872326	0.803175	0.872326	0.625169	0.62632	0.627036	0.671654	0.627036	0.671654	0.627036	0.671654	26.36	31.05	1.17	1.29	1.27	22.65	1.26	0.23	0.37	0.36	0.80317	3.64	0.62704	1.02
T1269v1TS139_5o__T1269v1TS286_3o	2820	8460	21172	63522	21172	63522	21172	63522	0.743599	0.73919	0.739715	0.405927	0.751568	0.41258	0.739715	0.405927	0	0	0	0	0.186031	0.029712	0	0	53.58	64.42	2.36	3.07	2.57	54.89	8.13	0.55	0.85	0.75	0.73972	7.56	0	2.28
T1269v1TS163_5o__T1269v1TS167_4o	2820	2820	21172	21174	21172	21174	21172	21174	0.677287	0.66834	0.669147	0.761421	0.669147	0.761421	0.669147	0.761421	0.0774008	0.07099	0.07126	0.137666	0.07126	0.137666	0.07126	0.137666	27.26	32.12	1.18	1.30	1.29	23.54	1.53	0.25	0.35	0.35	0.66915	3.79	0.07126	0.95
T1269v1TS164_1o__T1269v1TS052_5o	2820	2498	21172	18782	21172	18782	21172	18782	0.798641	0.79831	0.798463	0.879394	0.798463	0.879394	0.798463	0.879394	0.660351	0.63088	0.630085	0.759868	0.630085	0.759868	0.630085	0.759868	24.65	30.37	1.10	1.20	1.21	19.52	1.71	0.24	0.34	0.33	0.79846	3.59	0.63009	0.94
T1269v1TS164_1o__T1269v1TS465_2o	2820	2820	21172	21172	21172	21172	21172	21172	0.826284	0.82679	0.827166	0.891724	0.827279	0.891795	0.827166	0.891724	0.516788	0.49916	0.500808	0.613438	0.501211	0.613476	0.500808	0.613438	24.75	33.34	1.18	1.27	1.25	24.87	1.57	0.24	0.35	0.36	0.82717	3.65	0.50081	0.59
T1269v1TS164_3o__T1269v1TS304_1o	2820	2820	21172	21174	21172	21174	21172	21174	0.899686	0.90553	0.906063	0.942637	0.906087	0.942651	0.906063	0.942637	0.793857	0.83394	0.833377	0.833518	0.833562	0.833696	0.833377	0.833518	25.74	28.95	1.17	1.30	1.29	25.75	1.68	0.25	0.35	0.36	0.90606	3.57	0.83338	0.93
T1269v1TS164_3o__T1269v1TS465_3o	2820	2820	21172	21172	21172	21172	21172	21172	0.807311	0.80175	0.802192	0.872459	0.802192	0.872459	0.802192	0.872459	0.549432	0.54426	0.547538	0.692567	0.547538	0.692567	0.547538	0.692567	25.21	31.98	1.17	1.26	1.26	24.36	1.66	0.24	0.35	0.34	0.80219	3.62	0.54754	0.82
T1269v1TS164_4o__T1269v1TS425_4o	2820	2820	21172	21174	21172	21174	21172	21174	0.895903	0.9003	0.900873	0.937512	0.900873	0.937512	0.900873	0.937512	0.765695	0.76088	0.761591	0.797208	0.761591	0.797208	0.761591	0.797208	22.95	29.89	1.18	1.29	1.31	24.29	1.63	0.24	0.35	0.34	0.90087	3.77	0.76159	0.95
T1269v1TS164_5o__T1269v1TS425_4o	2820	2820	21172	21174	21172	21174	21172	21174	0.897634	0.90241	0.903097	0.938693	0.903118	0.938698	0.903097	0.938693	0.764529	0.76431	0.76499	0.805199	0.765018	0.805179	0.76499	0.805199	20.41	29.30	1.17	1.30	1.27	23.57	1.45	0.24	0.36	0.36	0.9031	3.60	0.76499	1.05
T1269v1TS208_3o__T1269v1TS241_3o	2820	2820	21174	21174	21174	21174	21174	21174	0.906727	0.89865	0.898681	0.932984	0.898681	0.932984	0.898681	0.932984	0.652188	0.62418	0.624821	0.692397	0.624821	0.692397	0.624821	0.692397	26.53	31.91	1.17	1.28	1.28	25.21	1.97	0.25	0.35	0.36	0.89868	3.69	0.62482	0.96
T1269v1TS208_3o__T1269v1TS286_3o	2820	8460	21174	63522	21174	63522	21174	63522	0.771464	0.75715	0.7576	0.414917	0.767022	0.421115	0.7576	0.414917	0	0	0	0	0.185794	0.045251	0	0	54.31	70.09	2.38	3.11	2.58	50.74	8.08	0.56	0.81	0.77	0.7576	7.62	0	2.08
T1269v1TS208_4o__T1269v1TS014_1o	2820	5640	21174	42348	21174	42348	21174	42348	0.765655	0.75156	0.752247	0.549649	0.752293	0.549654	0.752247	0.549649	0	0	0	0	0.263637	0.097025	0	0	38.71	47.99	1.75	2.08	1.95	36.40	5.52	0.41	0.59	0.59	0.75225	5.71	0	1.59
T1269v1TS208_4o__T1269v1TS388_2o	2820	2820	21174	21172	21174	21172	21174	21172	0.783118	0.77681	0.778276	0.860204	0.778693	0.860474	0.778276	0.860204	0.454956	0.44163	0.441872	0.62331	0.442075	0.623432	0.441872	0.62331	27.07	28.26	1.17	1.27	1.27	25.99	1.46	0.25	0.36	0.36	0.77828	3.71	0.44187	1.01
T1269v1TS221_3o__T1269v1TS163_2o	8460	2820	63522	21172	63522	21172	63522	21172	0.254234	0.25323	0.253223	0.416957	0.25928	0.42325	0.253223	0.416957	0	0	0	0	0.018533	0.040896	0	0	51.55	59.79	2.37	2.82	2.59	50.97	6.39	0.56	0.78	0.77	0.25322	7.48	0	1.92
T1269v1TS221_3o__T1269v1TS304_1o	8460	2820	63522	21174	63522	21174	63522	21174	0.256848	0.25405	0.254084	0.415355	0.260029	0.421692	0.254084	0.415355	0	0	0	0	0.019107	0.041173	0	0	60.97	65.58	2.38	2.84	2.61	58.69	6.99	0.55	0.77	0.78	0.25408	7.70	0	2.00
T1269v1TS221_5o__T1269v1TS465_1o	2820	2820	21174	21172	21174	21172	21174	21172	0.775613	0.77214	0.772414	0.837074	0.772414	0.837074	0.772414	0.837074	0	0	0	0	0	0	0	0	22.68	32.33	1.17	1.29	1.27	21.00	1.45	0.25	0.35	0.35	0.77241	3.74	0	1.08
T1269v1TS241_1o__T1269v1TS241_4o	2820	2820	21174	21174	21174	21174	21174	21174	0.91766	0.91283	0.912984	0.947245	0.912984	0.947245	0.912984	0.947245	0.650314	0.65671	0.657604	0.705494	0.657667	0.705253	0.657604	0.705494	25.90	27.01	1.17	1.27	1.27	23.44	1.86	0.24	0.36	0.38	0.91298	3.75	0.6576	1.10
T1269v1TS241_2o__T1269v1TS322_5o	2820	2820	21174	21172	21174	21172	21174	21172	0.795977	0.79062	0.790878	0.869597	0.790912	0.869639	0.790878	0.869597	0.327107	0.32559	0.326982	0.511238	0.326982	0.511238	0.326982	0.511238	25.93	32.99	1.16	1.29	1.26	24.22	1.94	0.24	0.35	0.35	0.79088	3.64	0.32698	1.04
T1269v1TS241_4o__T1269v1TS052_1o	2820	8112	21174	61080	21174	61080	21174	61080	0.655653	0.64045	0.639901	0.341804	0.832797	0.445806	0.63952	0.34157	0.0132831	0.02273	0.022846	0.007516	0.199385	0.073831	0.022846	0.007516	57.23	62.57	2.32	3.98	2.51	48.30	6.41	0.51	0.80	0.71	0.6399	7.39	0.02285	2.06
T1269v1TS262_4o__T1269v1TS014_6o	2820	5640	21172	42344	21172	42344	21172	42344	0.688352	0.68232	0.682853	0.520784	0.682853	0.520784	0.682853	0.520784	0.230955	0.26967	0.271449	0.249439	0.271449	0.249439	0.271449	0.249439	33.76	46.68	1.72	2.02	1.88	39.30	4.19	0.38	0.54	0.54	0.68285	5.39	0.27145	1.46
T1269v1TS267_3o__T1269v1TS241_3o	2820	2820	21174	21174	21174	21174	21174	21174	0.833366	0.82855	0.828881	0.87299	0.829198	0.873164	0.828881	0.87299	0	0	0	0	0	0	0	0	26.07	30.85	1.15	1.28	1.27	23.65	2.04	0.25	0.36	0.36	0.82888	3.73	0	1.04
T1269v1TS272_2o__T1269v1TS272_4o	2820	2820	21172	21172	21172	21172	21172	21172	0.9318	0.93254	0.932723	0.961699	0.932821	0.961777	0.932723	0.961699	0.745426	0.76824	0.768328	0.859828	0.77025	0.86152	0.768328	0.859828	25.84	31.30	1.17	1.31	1.30	19.91	2.53	0.27	0.37	0.36	0.93272	3.81	0.76833	1.09
T1269v1TS272_2o__T1269v1TS419_3o	2820	8460	21172	63522	21172	63522	21172	63522	0.768368	0.75405	0.754467	0.414243	0.763227	0.420258	0.754467	0.414243	0	0	0	0	0.12528	0.041529	0	0	51.05	61.48	2.38	3.16	2.59	47.78	6.60	0.56	0.83	0.80	0.75447	7.62	0	2.19
