input	ost_ilddt	ost_qs_global	ost_qs_best	ost_ics	ost_ips	ost_dockq_ave	ost_dockq_wave	ost_dockq_ave_full	ost_dockq_wave_full	ost_tm_score
T1239v2TS015_4o__T1239v2TS369_2o	0.308	0.21	0.21	0.253	0.443	0.138	0.093	0.138	0.093	0.633
T1239v2TS022_2o__T1239v2TS272_3o	0.188	0.101	0.101	0.193	0.242	0.126	0.106	0.126	0.106	0.434
T1239v2TS022_3o__T1239v2TS235_1o	0.662	0.469	0.47	0.494	0.468	0.3	0.197	0.3	0.197	0.676
T1239v2TS022_4o__T1239v2TS014_2o	0.73	0.534	0.534	0.576	0.541	0.44	0.323	0.44	0.323	0.721
T1239v2TS028_2o__T1239v2TS052_4o	0.896	0.962	0.962	0.917	0.885	0.642	0.628	0.642	0.628	0.734
T1239v2TS033_1o__T1239v2TS208_4o	0.552	0.669	0.669	0.668	0.594	0.249	0.243	0.249	0.243	0.589
T1239v2TS033_1o__T1239v2TS481_2o	0.689	0.69	0.69	0.73	0.824	0.437	0.429	0.437	0.429	0.815
T1239v2TS033_4o__T1239v2TS294_1o	0.693	0.769	0.769	0.78	0.65	0.292	0.255	0.292	0.255	0.652
T1239v2TS051_1o__T1239v2TS272_5o	0.291	0.137	0.137	0.237	0.242	0.151	0.184	0.151	0.184	0.408
T1239v2TS051_2o__T1239v2TS462_2o	0.701	0.716	0.716	0.781	0.679	0.363	0.325	0.363	0.325	0.645
T1239v2TS052_1o__T1239v2TS345_4o	0.692	0.827	0.827	0.739	0.722	0.441	0.435	0.441	0.435	0.725
T1239v2TS052_1o__T1239v2TS345_5o	0.757	0.843	0.843	0.765	0.772	0.495	0.488	0.495	0.488	0.792
T1239v2TS052_2o__T1239v2TS286_1o	0.581	0.774	0.774	0.633	0.548	0.332	0.295	0.332	0.295	0.63
T1239v2TS052_4o__T1239v2TS052_1o	0.923	0.974	0.974	0.912	0.862	0.89	0.89	0.89	0.89	0.982
T1239v2TS091_1o__T1239v2TS481_4o	0.638	0.702	0.713	0.716	0.643	0.429	0.363	0.429	0.363	0.578
T1239v2TS091_3o__T1239v2TS033_1o	0.673	0.666	0.666	0.667	0.682	0.325	0.302	0.325	0.302	0.7
T1239v2TS091_3o__T1239v2TS272_5o	0.24	0.118	0.123	0.204	0.242	0.064	0.081	0.064	0.081	0.343
T1239v2TS091_3o__T1239v2TS369_4o	0.797	0.683	0.705	0.747	0.716	0.425	0.388	0.425	0.388	0.733
T1239v2TS147_1o__T1239v2TS231_2o	0.703	0.822	0.822	0.733	0.686	0.43	0.419	0.43	0.419	0.781
T1239v2TS147_2o__T1239v2TS262_3o	0.623	0.704	0.704	0.631	0.619	0.36	0.318	0.36	0.318	0.573
T1239v2TS147_2o__T1239v2TS331_3o	0.724	0.719	0.719	0.695	0.679	0.405	0.375	0.405	0.375	0.518
T1239v2TS147_3o__T1239v2TS167_4o	0.612	0.548	0.548	0.582	0.543	0.308	0.299	0.308	0.299	0.736
T1239v2TS147_3o__T1239v2TS369_4o	0.641	0.639	0.639	0.653	0.651	0.287	0.277	0.287	0.277	0.555
T1239v2TS147_5o__T1239v2TS319_2o	0.815	0.89	0.89	0.814	0.807	0.362	0.336	0.362	0.336	0.501
T1239v2TS159_2o__T1239v2TS450_5o	0.917	0.742	0.742	0.812	0.722	0.593	0.586	0.593	0.586	0.522
T1239v2TS167_1o__T1239v2TS022_1o	0.577	0.707	0.707	0.642	0.564	0.295	0.244	0.295	0.244	0.587
T1239v2TS167_5o__T1239v2TS262_5o	0.538	0.61	0.61	0.59	0.586	0.217	0.193	0.217	0.193	0.599
T1239v2TS167_5o__T1239v2TS462_5o	0.656	0.619	0.619	0.652	0.687	0.236	0.218	0.236	0.218	0.529
T1239v2TS204_1o__T1239v2TS014_3o	0.717	0.622	0.622	0.614	0.614	0.383	0.377	0.383	0.377	0.586
T1239v2TS204_1o__T1239v2TS028_3o	0.892	0.913	0.913	0.825	0.819	0.546	0.547	0.546	0.547	0.78
T1239v2TS204_1o__T1239v2TS462_3o	0.681	0.675	0.675	0.658	0.573	0.35	0.341	0.35	0.341	0.622
T1239v2TS208_2o__T1239v2TS462_2o	0.818	0.941	0.941	0.864	0.828	0.6	0.592	0.6	0.592	0.729
T1239v2TS208_5o__T1239v2TS147_5o	0.707	0.824	0.824	0.739	0.692	0.418	0.418	0.418	0.418	0.477
T1239v2TS231_1o__T1239v2TS051_5o	0.605	0.676	0.676	0.681	0.584	0.351	0.299	0.351	0.299	0.77
T1239v2TS231_2o__T1239v2TS331_2o	0.554	0.672	0.672	0.649	0.546	0.252	0.226	0.252	0.226	0.698
T1239v2TS235_2o__T1239v2TS159_1o	0.8	0.869	0.869	0.795	0.755	0.65	0.668	0.65	0.668	0.896
T1239v2TS235_5o__T1239v2TS235_1o	0.692	0.777	0.777	0.773	0.645	0.3	0.285	0.3	0.285	0.761
T1239v2TS241_1o__T1239v2TS110_5o	0.425	0.165	0.423	0.219	0.175	0.192	0.192	0.192	0.192	0.556
T1239v2TS241_1o__T1239v2TS231_4o	0.48	0.197	0.572	0.281	0.246	0.235	0.235	0.235	0.235	0.714
T1239v2TS241_1o__T1239v2TS241_2o	0.811	0.919	0.919	0.819	0.833	0.512	0.512	0.512	0.512	0.889
T1239v2TS241_1o__T1239v2TS286_4o	0.401	0.195	0.579	0.249	0.184	0.209	0.209	0.209	0.209	0.676
T1239v2TS241_3o__T1239v2TS369_2o	0.448	0.16	0.576	0.213	0.207	0.241	0.241	0.241	0.241	0.654
T1239v2TS241_5o__T1239v2TS450_2o	0.51	0.178	0.722	0.197	0.165	0.254	0.254	0.254	0.254	0.587
T1239v2TS262_2o__T1239v2TS369_5o	0.836	0.907	0.907	0.801	0.829	0.638	0.642	0.638	0.642	0.918
T1239v2TS262_3o__T1239v2TS325_2o	0.569	0.744	0.744	0.638	0.63	0.323	0.278	0.323	0.278	0.656
T1239v2TS262_3o__T1239v2TS331_2o	0.605	0.758	0.758	0.683	0.674	0.335	0.289	0.335	0.289	0.654
T1239v2TS262_4o__T1239v2TS286_1o	0.51	0.625	0.625	0.597	0.529	0.234	0.216	0.234	0.216	0.639
T1239v2TS272_3o__T1239v2TS481_4o	0.513	0.133	0.133	0.296	0.287	0.421	0.226	0.421	0.226	0.267
T1239v2TS272_4o__T1239v2TS481_2o	0.484	0.176	0.176	0.287	0.257	0.403	0.249	0.403	0.249	0.35
T1239v2TS286_1o__T1239v2TS051_2o	0.79	0.7	0.7	0.735	0.616	0.471	0.468	0.471	0.468	0.626
T1239v2TS286_1o__T1239v2TS241_1o	0.182	0.214	0.562	0.297	0.206	0.578	0.578	0.096	0.129	0.378
T1239v2TS294_1o__T1239v2TS052_1o	0.804	0.855	0.855	0.782	0.717	0.538	0.536	0.538	0.536	0.845
T1239v2TS294_2o__T1239v2TS231_4o	0.82	0.791	0.791	0.751	0.678	0.45	0.455	0.45	0.455	0.752
T1239v2TS294_2o__T1239v2TS272_2o	0.31	0.15	0.15	0.313	0.24	0.24	0.232	0.24	0.232	0.478
T1239v2TS294_5o__T1239v2TS110_5o	0.764	0.674	0.674	0.659	0.585	0.4	0.388	0.4	0.388	0.669
T1239v2TS294_5o__T1239v2TS369_1o	0.948	0.726	0.726	0.776	0.643	0.627	0.625	0.627	0.625	0.718
T1239v2TS304_3o__T1239v2TS481_2o	0.397	0.164	0.575	0.183	0.218	0.244	0.244	0.244	0.244	0.697
T1239v2TS304_5o__T1239v2TS167_5o	0.469	0.194	0.497	0.167	0.214	0.154	0.154	0.154	0.154	0.509
T1239v2TS304_5o__T1239v2TS235_1o	0.473	0.217	0.58	0.278	0.209	0.178	0.178	0.178	0.178	0.752
T1239v2TS319_3o__T1239v2TS462_2o	0.472	0.587	0.587	0.599	0.511	0.216	0.193	0.216	0.193	0.611
T1239v2TS319_4o__T1239v2TS272_5o	0.122	0.069	0.069	0.129	0.208	0.047	0.052	0.047	0.052	0.316
T1239v2TS319_5o__T1239v2TS286_4o	0.499	0.62	0.62	0.644	0.534	0.265	0.244	0.265	0.244	0.646
T1239v2TS325_2o__T1239v2TS022_3o	0.735	0.521	0.521	0.522	0.583	0.474	0.448	0.474	0.448	0.682
T1239v2TS331_1o__T1239v2TS294_1o	0.631	0.699	0.699	0.717	0.606	0.306	0.284	0.306	0.284	0.686
T1239v2TS331_3o__T1239v2TS028_4o	0.494	0.626	0.626	0.639	0.504	0.237	0.208	0.237	0.208	0.622
T1239v2TS331_3o__T1239v2TS369_1o	0.779	0.861	0.861	0.799	0.778	0.522	0.524	0.522	0.524	0.87
T1239v2TS345_2o__T1239v2TS235_5o	0.669	0.591	0.591	0.664	0.526	0.322	0.295	0.322	0.295	0.561
T1239v2TS369_1o__T1239v2TS208_2o	0.571	0.654	0.654	0.682	0.651	0.22	0.212	0.22	0.212	0.593
T1239v2TS369_1o__T1239v2TS369_4o	0.675	0.597	0.597	0.679	0.808	0.296	0.29	0.296	0.29	0.871
T1239v2TS369_5o__T1239v2TS456_2o	0.559	0.445	0.445	0.48	0.491	0.249	0.241	0.249	0.241	0.586
T1239v2TS425_1o__T1239v2TS369_2o	0.635	0.574	0.574	0.613	0.509	0.295	0.273	0.295	0.273	0.556
T1239v2TS425_1o__T1239v2TS481_4o	0.602	0.658	0.658	0.621	0.553	0.294	0.27	0.294	0.27	0.629
T1239v2TS425_2o__T1239v2TS167_2o	0.878	0.827	0.827	0.797	0.727	0.572	0.564	0.572	0.564	0.61
T1239v2TS425_3o__T1239v2TS015_2o	0.524	0.262	0.262	0.332	0.426	0.277	0.253	0.277	0.253	0.749
T1239v2TS425_3o__T1239v2TS028_2o	0.486	0.626	0.626	0.637	0.524	0.232	0.205	0.232	0.205	0.616
T1239v2TS450_2o__T1239v2TS015_1o	0.658	0.459	0.459	0.5	0.526	0.338	0.277	0.338	0.277	0.622
T1239v2TS450_2o__T1239v2TS235_3o	0.68	0.797	0.797	0.757	0.638	0.337	0.29	0.337	0.29	0.625
T1239v2TS450_3o__T1239v2TS241_1o	0.113	0.168	0.548	0.191	0.145	0.239	0.239	0.04	0.04	0.337
T1239v2TS450_4o__T1239v2TS147_3o	0.524	0.548	0.548	0.582	0.543	0.338	0.259	0.338	0.259	0.736
T1239v2TS456_2o__T1239v2TS015_2o	0.699	0.241	0.241	0.309	0.366	0.334	0.207	0.334	0.207	0.591
T1239v2TS456_2o__T1239v2TS015_5o	0.723	0.247	0.247	0.324	0.419	0.338	0.2	0.338	0.2	0.549
T1239v2TS456_2o__T1239v2TS159_2o	0.749	0.521	0.521	0.522	0.583	0.368	0.231	0.368	0.231	0.699
T1239v2TS456_2o__T1239v2TS462_4o	0.653	0.413	0.414	0.45	0.448	0.283	0.164	0.283	0.164	0.547
T1239v2TS456_4o__T1239v2TS052_2o	0.667	0.824	0.824	0.673	0.638	0.444	0.456	0.444	0.456	0.595
T1239v2TS462_2o__T1239v2TS091_3o	0.774	0.752	0.752	0.739	0.684	0.497	0.513	0.497	0.513	0.58
T1239v2TS462_2o__T1239v2TS304_3o	0.199	0.224	0.592	0.285	0.196	0.565	0.565	0.094	0.127	0.395
T1239v2TS462_3o__T1239v2TS450_3o	0.563	0.632	0.632	0.601	0.571	0.347	0.294	0.347	0.294	0.609
T1239v2TS462_5o__T1239v2TS231_4o	0.556	0.589	0.589	0.653	0.657	0.229	0.219	0.229	0.219	0.683
T1239v2TS462_5o__T1239v2TS235_4o	0.62	0.704	0.704	0.782	0.628	0.258	0.238	0.258	0.238	0.734
T1239v2TS462_5o__T1239v2TS462_4o	0.61	0.658	0.658	0.721	0.65	0.258	0.246	0.258	0.246	0.644
T1239v2TS481_5o__T1239v2TS052_1o	0.602	0.669	0.669	0.674	0.592	0.334	0.295	0.334	0.295	0.545
T1239v2TS481_5o__T1239v2TS369_5o	0.878	0.956	0.956	0.887	0.847	0.686	0.676	0.686	0.676	0.881
T1239v2TS489_2o__T1239v2TS241_3o	0.119	0.159	0.407	0.2	0.167	0.172	0.172	0.029	0.048	0.291
T1239v2TS489_5o__T1239v2TS052_4o	0.891	0.916	0.916	0.819	0.844	0.786	0.79	0.786	0.79	0.97
T1240TS014_6o__T1240TS322_2o	0.604	0.548	0.548	0.502	0.896	0.233	0.233	0.233	0.233	0.687
T1240TS015_3o__T1240TS028_2o	0.491	0.517	0.517	0.491	0.797	0.194	0.194	0.194	0.194	0.622
T1240TS015_4o__T1240TS139_4o	0.345	0.355	0.355	0.357	0.656	0.134	0.12	0.134	0.12	0.612
T1240TS015_6o__T1240TS219_2o	0.636	0.555	0.555	0.528	0.949	0.235	0.235	0.235	0.235	0.722
T1240TS015_6o__T1240TS475_4o	0.59	0.497	0.497	0.528	0.73	0.23	0.23	0.23	0.23	0.465
T1240TS023_1o__T1240TS294_3o	0.653	0.569	0.569	0.603	0.885	0.258	0.258	0.258	0.258	0.64
T1240TS028_1o__T1240TS015_6o	0.845	0.819	0.819	0.842	0.872	0.324	0.324	0.324	0.324	0.456
T1240TS031_3o__T1240TS022_4o	0.659	0.509	0.509	0.56	0.769	0.261	0.261	0.261	0.261	0.605
T1240TS051_1o__T1240TS311_2o	0.651	0.727	0.727	0.721	0.784	0.228	0.228	0.228	0.228	0.361
T1240TS051_6o__T1240TS167_2o	0.769	0.717	0.717	0.758	0.781	0.352	0.352	0.352	0.352	0.559
T1240TS075_3o__T1240TS221_1o	0.57	0.483	0.483	0.504	0.774	0.186	0.186	0.186	0.186	0.56
T1240TS075_5o__T1240TS091_5o	0.376	0.376	0.376	0.447	0.728	0.121	0.12	0.121	0.12	0.397
T1240TS079_4o__T1240TS489_4o	0.642	0.61	0.61	0.629	0.851	0.249	0.249	0.249	0.249	0.673
T1240TS085_2o__T1240TS241_5o	0.611	0.518	0.518	0.569	0.879	0.202	0.202	0.202	0.202	0.415
T1240TS085_2o__T1240TS287_5o	0.488	0.478	0.478	0.569	0.761	0.265	0.265	0.265	0.265	0.322
T1240TS091_1o__T1240TS287_4o	0.561	0.5	0.5	0.549	0.796	0.202	0.201	0.202	0.201	0.624
T1240TS110_2o__T1240TS298_1o	0.678	0.694	0.694	0.732	0.767	0.325	0.325	0.325	0.325	0.572
T1240TS117_2o__T1240TS345_5o	0.591	0.684	0.684	0.712	0.835	0.243	0.243	0.243	0.243	0.377
T1240TS117_3o__T1240TS059_6o	0.503	0.513	0.513	0.454	0.912	0.173	0.173	0.173	0.173	0.737
T1240TS122_1o__T1240TS219_2o	0.548	0.471	0.471	0.425	0.797	0.162	0.162	0.162	0.162	0.449
T1240TS122_5o__T1240TS312_1o	0.718	0.535	0.535	0.596	0.83	0.164	0.163	0.164	0.163	0.559
T1240TS139_2o__T1240TS145_5o	0.787	0.872	0.872	0.846	0.864	0.369	0.369	0.369	0.369	0.733
T1240TS145_2o__T1240TS450_4o	0.592	0.606	0.606	0.667	0.826	0.278	0.278	0.278	0.278	0.588
T1240TS147_2o__T1240TS465_2o	0.653	0.633	0.633	0.683	0.742	0.24	0.24	0.24	0.24	0.349
T1240TS147_3o__T1240TS261_1o	0.59	0.624	0.624	0.701	0.806	0.254	0.254	0.254	0.254	0.556
T1240TS147_4o__T1240TS015_3o	0.433	0.484	0.484	0.47	0.76	0.195	0.195	0.195	0.195	0.531
T1240TS167_2o__T1240TS015_1o	0.466	0.418	0.418	0.386	0.781	0.148	0.148	0.148	0.148	0.678
T1240TS187_1o__T1240TS312_5o	0.641	0.594	0.594	0.609	0.937	0.251	0.251	0.251	0.251	0.629
T1240TS198_4o__T1240TS462_2o	0.675	0.68	0.68	0.753	0.904	0.264	0.264	0.264	0.264	0.652
T1240TS204_2o__T1240TS267_5o	0.743	0.722	0.722	0.784	0.929	0.282	0.282	0.282	0.282	0.512
T1240TS204_5o__T1240TS425_2o	0.725	0.659	0.659	0.676	0.925	0.283	0.283	0.283	0.283	0.723
T1240TS208_5o__T1240TS163_1o	0.583	0.528	0.528	0.554	0.811	0.168	0.168	0.168	0.168	0.467
T1240TS219_3o__T1240TS110_3o	0.655	0.56	0.56	0.571	0.833	0.245	0.245	0.245	0.245	0.62
T1240TS241_2o__T1240TS312_2o	0.841	0.74	0.74	0.808	0.841	0.288	0.288	0.288	0.288	0.506
T1240TS241_2o__T1240TS312_5o	0.85	0.796	0.796	0.805	0.874	0.28	0.28	0.28	0.28	0.563
T1240TS241_5o__T1240TS294_1o	0.755	0.792	0.792	0.809	0.853	0.258	0.258	0.258	0.258	0.429
T1240TS261_1o__T1240TS117_4o	0.559	0.667	0.667	0.695	0.858	0.267	0.267	0.267	0.267	0.63
T1240TS261_2o__T1240TS023_2o	0.728	0.832	0.832	0.825	0.814	0.406	0.406	0.406	0.406	0.773
T1240TS261_2o__T1240TS286_5o	0.419	0.48	0.48	0.5	0.808	0.176	0.176	0.176	0.176	0.652
T1240TS262_1o__T1240TS286_2o	0.571	0.538	0.538	0.501	0.91	0.2	0.2	0.2	0.2	0.632
T1240TS264_3o__T1240TS139_5o	0.453	0.469	0.469	0.454	0.85	0.178	0.178	0.178	0.178	0.645
T1240TS264_4o__T1240TS014_6o	0.766	0.797	0.797	0.81	0.852	0.288	0.288	0.288	0.288	0.52
T1240TS264_4o__T1240TS139_4o	0.804	0.872	0.872	0.825	0.848	0.358	0.358	0.358	0.358	0.584
T1240TS264_5o__T1240TS163_4o	0.636	0.628	0.628	0.625	0.879	0.258	0.258	0.258	0.258	0.709
T1240TS264_6o__T1240TS204_1o	0.505	0.463	0.463	0.529	0.774	0.183	0.183	0.183	0.183	0.549
T1240TS267_1o__T1240TS187_1o	0.608	0.519	0.519	0.509	0.938	0.219	0.219	0.219	0.219	0.788
T1240TS272_4o__T1240TS369_5o	0.429	0.345	0.345	0.457	0.512	0.127	0.127	0.127	0.127	0.264
T1240TS274_2o__T1240TS331_2o	0.533	0.54	0.54	0.563	0.802	0.215	0.215	0.215	0.215	0.553
T1240TS274_2o__T1240TS419_4o	0.523	0.537	0.537	0.544	0.795	0.206	0.206	0.206	0.206	0.533
T1240TS274_3o__T1240TS450_4o	0.64	0.841	0.841	0.807	0.85	0.325	0.325	0.325	0.325	0.642
T1240TS274_4o__T1240TS388_3o	0.55	0.602	0.602	0.658	0.798	0.229	0.229	0.229	0.229	0.495
T1240TS274_4o__T1240TS494_2o	0.601	0.541	0.541	0.573	0.854	0.225	0.225	0.225	0.225	0.579
T1240TS284_3o__T1240TS293_1o	0.599	0.486	0.486	0.53	0.762	0.195	0.195	0.195	0.195	0.558
T1240TS284_4o__T1240TS122_2o	0.471	0.5	0.5	0.502	0.803	0.21	0.21	0.21	0.21	0.662
T1240TS284_5o__T1240TS208_3o	0.727	0.48	0.48	0.56	0.807	0.162	0.161	0.162	0.161	0.673
T1240TS287_4o__T1240TS085_1o	0.444	0.434	0.434	0.415	0.823	0.137	0.137	0.137	0.137	0.363
T1240TS287_4o__T1240TS147_4o	0.532	0.602	0.602	0.65	0.798	0.208	0.207	0.208	0.207	0.442
T1240TS290_3o__T1240TS171_3o	0.431	0.426	0.426	0.394	0.806	0.173	0.173	0.173	0.173	0.632
T1240TS290_3o__T1240TS204_1o	0.435	0.466	0.466	0.488	0.77	0.169	0.169	0.169	0.169	0.533
T1240TS293_1o__T1240TS196_1o	0.584	0.569	0.569	0.601	0.827	0.223	0.223	0.223	0.223	0.513
T1240TS293_3o__T1240TS261_4o	0.582	0.553	0.553	0.556	0.802	0.257	0.256	0.257	0.256	0.575
T1240TS293_4o__T1240TS196_5o	0.507	0.487	0.487	0.527	0.877	0.2	0.2	0.2	0.2	0.576
T1240TS294_1o__T1240TS393_1o	0.829	0.851	0.851	0.861	0.856	0.441	0.441	0.441	0.441	0.774
T1240TS298_2o__T1240TS059_2o	0.805	0.712	0.712	0.758	0.809	0.287	0.287	0.287	0.287	0.503
T1240TS304_1o__T1240TS148_1o	0.843	0.717	0.717	0.792	0.833	0.292	0.292	0.292	0.292	0.587
T1240TS304_4o__T1240TS311_4o	0.551	0.439	0.439	0.419	0.8	0.136	0.136	0.136	0.136	0.45
T1240TS312_3o__T1240TS221_2o	0.761	0.82	0.82	0.802	0.873	0.287	0.287	0.287	0.287	0.66
T1240TS319_2o__T1240TS304_5o	0.622	0.649	0.649	0.68	0.897	0.263	0.263	0.263	0.263	0.601
T1240TS319_3o__T1240TS163_4o	0.56	0.568	0.568	0.578	0.825	0.188	0.188	0.188	0.188	0.384
T1240TS331_1o__T1240TS145_2o	0.715	0.746	0.746	0.799	0.891	0.297	0.297	0.297	0.297	0.554
T1240TS345_3o__T1240TS148_3o	0.436	0.457	0.457	0.539	0.721	0.176	0.176	0.176	0.176	0.321
T1240TS345_3o__T1240TS419_5o	0.694	0.725	0.725	0.764	0.846	0.281	0.281	0.281	0.281	0.543
T1240TS345_6o__T1240TS014_5o	0.672	0.603	0.603	0.617	0.871	0.24	0.24	0.24	0.24	0.558
T1240TS345_6o__T1240TS312_5o	0.653	0.593	0.593	0.605	0.937	0.25	0.25	0.25	0.25	0.715
T1240TS369_3o__T1240TS345_4o	0.465	0.374	0.374	0.39	0.686	0.109	0.109	0.109	0.109	0.466
T1240TS375_5o__T1240TS075_5o	0.292	0.351	0.351	0.437	0.738	0.19	0.19	0.19	0.19	0.495
T1240TS388_1o__T1240TS164_1o	0.619	0.599	0.599	0.616	0.868	0.246	0.246	0.246	0.246	0.557
T1240TS388_1o__T1240TS475_1o	0.708	0.794	0.794	0.806	0.848	0.313	0.313	0.313	0.313	0.477
T1240TS388_2o__T1240TS475_4o	0.708	0.68	0.68	0.746	0.747	0.301	0.301	0.301	0.301	0.505
T1240TS388_3o__T1240TS294_4o	0.671	0.723	0.723	0.779	0.896	0.283	0.283	0.283	0.283	0.535
T1240TS393_2o__T1240TS293_3o	0.503	0.483	0.483	0.476	0.838	0.2	0.2	0.2	0.2	0.59
T1240TS425_5o__T1240TS117_1o	0.553	0.688	0.688	0.718	0.841	0.242	0.242	0.242	0.242	0.377
T1240TS450_4o__T1240TS284_5o	0.539	0.467	0.467	0.559	0.768	0.255	0.255	0.255	0.255	0.546
T1240TS450_5o__T1240TS171_5o	0.511	0.45	0.45	0.535	0.824	0.143	0.14	0.143	0.14	0.568
T1240TS456_1o__T1240TS331_4o	0.818	0.754	0.857	0.802	0.797	0.465	0.465	0.465	0.465	0.807
T1240TS456_1o__T1240TS388_5o	0.625	0.661	0.699	0.728	0.795	0.26	0.26	0.26	0.26	0.528
T1240TS456_2o__T1240TS298_1o	0.723	0.712	0.712	0.729	0.845	0.281	0.281	0.281	0.281	0.651
T1240TS456_3o__T1240TS167_5o	0.485	0.526	0.526	0.595	0.843	0.294	0.294	0.294	0.294	0.503
T1240TS456_4o__T1240TS052_1o	0.635	0.617	0.625	0.648	0.841	0.261	0.26	0.261	0.26	0.497
T1240TS456_4o__T1240TS147_3o	0.674	0.664	0.685	0.678	0.794	0.264	0.264	0.264	0.264	0.54
T1240TS456_4o__T1240TS393_1o	0.642	0.609	0.642	0.65	0.802	0.264	0.264	0.264	0.264	0.624
T1240TS462_1o__T1240TS196_1o	0.568	0.56	0.56	0.651	0.85	0.24	0.24	0.24	0.24	0.572
T1240TS462_1o__T1240TS204_5o	0.815	0.907	0.907	0.894	0.866	0.367	0.367	0.367	0.367	0.627
T1240TS462_3o__T1240TS388_3o	0.634	0.639	0.639	0.718	0.895	0.262	0.262	0.262	0.262	0.698
T1240TS462_5o__T1240TS167_3o	0.385	0.432	0.432	0.4	0.809	0.163	0.163	0.163	0.163	0.421
T1240TS475_2o__T1240TS369_3o	0.309	0.267	0.267	0.235	0.762	0.096	0.096	0.096	0.096	0.574
T1240TS475_3o__T1240TS272_5o	0.765	0.736	0.736	0.768	0.84	0.283	0.283	0.283	0.283	0.511
T1240TS475_4o__T1240TS163_3o	0.718	0.679	0.679	0.742	0.779	0.286	0.287	0.286	0.287	0.583
T1240TS475_4o__T1240TS171_3o	0.452	0.416	0.416	0.41	0.784	0.164	0.164	0.164	0.164	0.55
T1240TS494_3o__T1240TS345_4o	0.611	0.709	0.709	0.733	0.755	0.241	0.241	0.241	0.241	0.45
T1246TS022_1o__T1246TS221_3o	0.928	0.973	0.973	0.932	0.915	0.939	0.939	0.939	0.939	0.99
T1246TS022_2o__T1246TS022_4o	0.741	0.848	0.848	0.72	0.798	0.673	0.673	0.673	0.673	0.968
T1246TS022_2o__T1246TS221_3o	0.916	0.911	0.911	0.861	0.863	0.709	0.709	0.709	0.709	0.971
T1246TS022_2o__T1246TS419_1o	0.932	0.909	0.909	0.898	0.904	0.73	0.73	0.73	0.73	0.974
T1246TS022_2o__T1246TS419_2o	0.934	0.912	0.912	0.898	0.904	0.727	0.727	0.727	0.727	0.973
T1246TS022_3o__T1246TS022_5o	0.91	0.95	0.95	0.921	0.897	0.744	0.744	0.744	0.744	0.984
T1246TS022_3o__T1246TS163_4o	0.828	0.859	0.859	0.802	0.833	0.675	0.675	0.675	0.675	0.97
T1246TS022_3o__T1246TS221_5o	0.809	0.855	0.855	0.784	0.833	0.666	0.666	0.666	0.666	0.969
T1246TS022_4o__T1246TS052_2o	0.801	0.846	0.846	0.717	0.789	0.717	0.717	0.717	0.717	0.967
T1246TS022_4o__T1246TS456_4o	0.801	0.876	0.876	0.764	0.809	0.789	0.789	0.789	0.789	0.983
T1246TS022_5o__T1246TS221_5o	0.852	0.882	0.882	0.797	0.817	0.738	0.738	0.738	0.738	0.977
T1246TS022_5o__T1246TS286_4o	0.726	0.898	0.898	0.783	0.78	0.727	0.727	0.727	0.727	0.954
T1246TS022_5o__T1246TS419_1o	0.852	0.877	0.877	0.828	0.859	0.744	0.744	0.744	0.744	0.976
T1246TS052_1o__T1246TS221_4o	0.936	0.976	0.976	0.932	0.936	0.941	0.941	0.941	0.941	0.994
T1246TS052_1o__T1246TS456_5o	0.979	0.992	0.992	0.985	0.979	0.988	0.988	0.988	0.988	0.998
T1246TS052_2o__T1246TS221_2o	0.936	0.911	0.911	0.894	0.904	0.726	0.726	0.726	0.726	0.972
T1246TS052_2o__T1246TS419_4o	0.939	0.914	0.914	0.898	0.915	0.727	0.727	0.727	0.727	0.971
T1246TS052_3o__T1246TS163_4o	0.927	0.961	0.961	0.919	0.872	0.738	0.738	0.738	0.738	0.977
T1246TS052_3o__T1246TS419_3o	0.914	0.955	0.955	0.935	0.913	0.74	0.74	0.74	0.74	0.974
T1246TS052_4o__T1246TS286_4o	0.735	0.915	0.915	0.8	0.815	0.785	0.785	0.785	0.785	0.962
T1246TS052_4o__T1246TS286_5o	0.731	0.916	0.916	0.777	0.796	0.76	0.76	0.76	0.76	0.961
T1246TS052_4o__T1246TS419_5o	0.881	0.904	0.904	0.85	0.889	0.847	0.847	0.847	0.847	0.99
T1246TS052_5o__T1246TS022_1o	0.892	0.958	0.958	0.907	0.894	0.792	0.792	0.792	0.792	0.979
T1246TS163_2o__T1246TS022_4o	0.729	0.882	0.882	0.716	0.773	0.761	0.761	0.761	0.761	0.984
T1246TS163_2o__T1246TS286_1o	0.851	0.901	0.901	0.824	0.913	0.815	0.815	0.815	0.815	0.98
T1246TS163_2o__T1246TS456_4o	0.805	0.879	0.879	0.814	0.817	0.726	0.726	0.726	0.726	0.98
T1246TS163_3o__T1246TS456_1o	0.942	0.98	0.98	0.945	0.926	0.97	0.97	0.97	0.97	0.995
T1246TS163_3o__T1246TS456_3o	0.884	0.948	0.948	0.892	0.871	0.724	0.724	0.724	0.724	0.974
T1246TS163_4o__T1246TS022_3o	0.821	0.859	0.859	0.802	0.833	0.68	0.68	0.68	0.68	0.97
T1246TS163_4o__T1246TS052_4o	0.869	0.906	0.906	0.83	0.851	0.828	0.828	0.828	0.828	0.993
T1246TS163_4o__T1246TS163_2o	0.997	0.995	0.995	0.996	1.0	0.998	0.998	0.998	0.998	1.0
