model	rmsd
model_4djv_640.cif	5.53
model_4djv_650.cif	2.77
model_4djv_659.cif	4.59
model_4djv_661.cif	7.45
model_4djv_666.cif	6.27
model_4djv_672.cif	2.56
model_4djv_675.cif	5.63
model_4djv_676.cif	4.59
model_4djv_677.cif	6.42
model_4djv_687.cif	2.23
model_4djv_694.cif	7.49
model_4djv_696.cif	5.65
model_4djv_7.cif	0.88
model_4djv_701.cif	0.42
model_4djv_823.cif	7.13
model_4djv_830.cif	7.09
model_4djv_900.cif	7.29
model_4djv_913.cif	6.45
model_4djv_923.cif	7.15
model_4djv_957.cif	7.01
model_4djv_97.cif	6.36
model_4djv_ligand.cif	0.00
model_4dld_109.cif	7.01
model_4dld_178.cif	0.88
model_4dld_198.cif	6.70
model_4dld_199.cif	6.34
model_4dld_207.cif	0.53
model_4dld_208.cif	0.51
model_4dld_211.cif	0.34
model_4dld_249.cif	1.94
model_4dld_252.cif	2.24
model_4dld_260.cif	1.85
model_4dld_261.cif	1.02
model_4dld_262.cif	1.00
model_4dld_282.cif	1.34
model_4dld_285.cif	0.87
model_4dld_293.cif	0.85
model_4dld_300.cif	0.96
model_4dld_313.cif	6.30
model_4dld_314.cif	5.60
model_4dld_369.cif	5.28
model_4dld_408.cif	4.23
model_4dld_410.cif	0.80
model_4dld_422.cif	3.03
model_4dld_425.cif	4.89
model_4dld_427.cif	5.23
model_4dld_428.cif	1.93
model_4dld_438.cif	2.77
model_4dld_441.cif	3.79
model_4dld_455.cif	2.65
model_4dld_457.cif	3.48
model_4dld_464.cif	5.21
model_4dld_466.cif	2.28
model_4dld_473.cif	4.44
model_4dld_474.cif	4.55
model_4dld_478.cif	5.29
model_4dld_490.cif	4.61
model_4dld_497.cif	2.64
model_4dld_499.cif	3.67
model_4dld_500.cif	2.47
model_4dld_501.cif	3.71
model_4dld_506.cif	6.15
model_4dld_517.cif	2.43
model_4dld_535.cif	6.61
model_4dld_539.cif	6.47
model_4dld_540.cif	5.84
model_4dld_545.cif	6.35
model_4dld_548.cif	4.05
model_4dld_557.cif	5.28
model_4dld_567.cif	3.93
model_4dld_568.cif	7.20
model_4dld_573.cif	4.54
model_4dld_576.cif	4.34
model_4dld_577.cif	4.82
model_4dld_581.cif	5.23
model_4dld_583.cif	2.89
model_4dld_598.cif	6.79
model_4dld_631.cif	5.30
model_4dld_636.cif	3.95
model_4dld_649.cif	6.15
model_4dld_653.cif	3.75
model_4dld_659.cif	6.24
model_4dld_677.cif	5.73
model_4dld_709.cif	1.02
model_4dld_728.cif	1.08
model_4dld_740.cif	3.53
model_4dld_747.cif	3.00
model_4dld_752.cif	3.01
model_4dld_79.cif	4.50
model_4dld_811.cif	2.05
model_4dld_826.cif	1.36
model_4dld_873.cif	1.13
model_4dld_900.cif	0.93
model_4dld_947.cif	1.20
model_4dld_ligand.cif	0.00
model_4dli_136.cif	0.78
model_4dli_154.cif	0.56
model_4dli_409.cif	4.19
model_4dli_414.cif	0.89
model_4dli_42.cif	0.41
model_4dli_422.cif	2.64
model_4dli_426.cif	1.00
model_4dli_431.cif	2.82
model_4dli_447.cif	4.30
model_4dli_455.cif	2.44
model_4dli_465.cif	1.66
model_4dli_481.cif	4.53
model_4dli_486.cif	2.34
model_4dli_489.cif	2.37
model_4dli_498.cif	4.31
model_4dli_501.cif	1.06
model_4dli_502.cif	1.67
model_4dli_504.cif	0.90
model_4dli_505.cif	4.19
model_4dli_521.cif	1.38
model_4dli_524.cif	1.15
model_4dli_530.cif	1.73
model_4dli_546.cif	6.69
model_4dli_547.cif	3.99
model_4dli_550.cif	2.74
model_4dli_567.cif	3.05
model_4dli_57.cif	0.53
model_4dli_571.cif	4.23
model_4dli_573.cif	7.42
model_4dli_575.cif	1.59
model_4dli_580.cif	6.93
model_4dli_587.cif	7.36
model_4dli_591.cif	7.51
model_4dli_594.cif	7.35
model_4dli_595.cif	6.13
model_4dli_637.cif	4.51
model_4dli_641.cif	4.70
model_4dli_659.cif	3.36
model_4dli_660.cif	1.06
model_4dli_664.cif	2.13
model_4dli_666.cif	4.91
model_4dli_679.cif	3.96
model_4dli_684.cif	3.90
model_4dli_693.cif	1.42
model_4dli_710.cif	3.29
model_4dli_734.cif	2.24
model_4dli_738.cif	3.96
model_4dli_750.cif	2.56
model_4dli_756.cif	5.05
model_4dli_759.cif	4.57
model_4dli_769.cif	0.95
model_4dli_770.cif	7.20
model_4dli_772.cif	5.62
model_4dli_776.cif	5.10
model_4dli_777.cif	5.06
model_4dli_778.cif	6.40
model_4dli_781.cif	6.43
model_4dli_783.cif	6.67
model_4dli_784.cif	2.22
model_4dli_786.cif	8.50
model_4dli_787.cif	5.49
model_4dli_788.cif	6.11
model_4dli_789.cif	0.99
model_4dli_792.cif	6.33
model_4dli_793.cif	3.82
model_4dli_868.cif	3.32
model_4dli_895.cif	3.24
model_4dli_948.cif	1.19
model_4dli_96.cif	0.44
model_4dli_ligand.cif	0.00
model_4e5w_109.cif	9.41
model_4e5w_121.cif	0.15
model_4e5w_13.cif	7.18
model_4e5w_141.cif	1.92
model_4e5w_151.cif	6.39
model_4e5w_17.cif	7.56
model_4e5w_174.cif	0.49
model_4e5w_202.cif	0.33
model_4e5w_24.cif	5.14
model_4e5w_247.cif	0.23
model_4e5w_286.cif	0.40
model_4e5w_3.cif	2.18
model_4e5w_310.cif	0.75
model_4e5w_320.cif	1.16
model_4e5w_336.cif	7.64
model_4e5w_344.cif	0.63
model_4e5w_360.cif	3.40
model_4e5w_367.cif	2.02
model_4e5w_384.cif	2.00
model_4e5w_4.cif	5.20
model_4e5w_406.cif	5.98
model_4e5w_416.cif	4.88
model_4e5w_436.cif	5.24
model_4e5w_441.cif	3.52
model_4e5w_442.cif	4.14
model_4e5w_444.cif	6.84
model_4e5w_445.cif	1.78
model_4e5w_447.cif	9.28
model_4e5w_448.cif	6.30
model_4e5w_451.cif	2.96
model_4e5w_452.cif	8.82
model_4e5w_453.cif	2.78
model_4e5w_457.cif	4.75
model_4e5w_464.cif	8.44
model_4e5w_469.cif	3.06
model_4e5w_47.cif	6.38
model_4e5w_476.cif	2.51
model_4e5w_479.cif	6.11
model_4e5w_483.cif	5.04
model_4e5w_484.cif	10.00
model_4e5w_486.cif	4.98
model_4e5w_489.cif	5.57
model_4e5w_508.cif	3.16
model_4e5w_518.cif	7.20
model_4e5w_52.cif	4.01
model_4e5w_526.cif	2.98
model_4e5w_528.cif	2.36
model_4e5w_531.cif	7.67
model_4e5w_536.cif	6.10
model_4e5w_542.cif	3.23
model_4e5w_543.cif	9.77
model_4e5w_549.cif	8.94
model_4e5w_552.cif	3.75
model_4e5w_553.cif	6.99
model_4e5w_560.cif	6.45
model_4e5w_563.cif	7.74
model_4e5w_575.cif	9.80
model_4e5w_577.cif	5.44
model_4e5w_579.cif	7.46
model_4e5w_58.cif	4.89
model_4e5w_583.cif	8.56
model_4e5w_585.cif	9.07
model_4e5w_586.cif	5.17
model_4e5w_590.cif	9.98
model_4e5w_592.cif	5.96
model_4e5w_593.cif	8.87
model_4e5w_597.cif	7.78
model_4e5w_599.cif	9.56
model_4e5w_606.cif	7.73
model_4e5w_617.cif	3.07
model_4e5w_631.cif	4.13
model_4e5w_639.cif	8.57
model_4e5w_641.cif	7.70
model_4e5w_647.cif	1.56
model_4e5w_652.cif	1.98
model_4e5w_658.cif	4.62
model_4e5w_659.cif	5.80
model_4e5w_663.cif	9.54
model_4e5w_664.cif	3.67
model_4e5w_668.cif	8.04
model_4e5w_673.cif	3.27
model_4e5w_675.cif	3.67
model_4e5w_676.cif	4.99
model_4e5w_679.cif	6.03
model_4e5w_682.cif	8.37
model_4e5w_684.cif	8.43
model_4e5w_694.cif	1.56
model_4e5w_698.cif	4.23
model_4e5w_699.cif	8.28
model_4e5w_7.cif	2.32
model_4e5w_76.cif	9.88
model_4e5w_779.cif	0.86
model_4e5w_789.cif	2.32
model_4e5w_803.cif	1.97
model_4e5w_808.cif	1.86
model_4e5w_821.cif	2.20
model_4e5w_883.cif	0.39
model_4e5w_905.cif	1.24
model_4e5w_91.cif	6.74
model_4e5w_96.cif	0.71
model_4e5w_ligand.cif	0.00
model_4e6q_12.cif	2.23
model_4e6q_120.cif	0.39
model_4e6q_132.cif	0.96
model_4e6q_143.cif	1.02
model_4e6q_226.cif	2.06
model_4e6q_249.cif	0.65
model_4e6q_265.cif	0.57
model_4e6q_301.cif	0.87
model_4e6q_402.cif	1.02
model_4e6q_406.cif	1.75
model_4e6q_409.cif	0.82
model_4e6q_420.cif	5.22
model_4e6q_422.cif	1.11
model_4e6q_423.cif	1.22
model_4e6q_426.cif	3.10
model_4e6q_430.cif	2.12
model_4e6q_435.cif	2.51
model_4e6q_449.cif	1.68
model_4e6q_459.cif	6.88
model_4e6q_468.cif	3.16
model_4e6q_477.cif	5.54
model_4e6q_483.cif	4.92
model_4e6q_487.cif	5.90
model_4e6q_491.cif	1.92
model_4e6q_496.cif	1.86
model_4e6q_499.cif	1.74
model_4e6q_536.cif	4.12
model_4e6q_540.cif	3.45
model_4e6q_545.cif	3.22
model_4e6q_547.cif	1.43
model_4e6q_558.cif	5.65
model_4e6q_561.cif	5.09
model_4e6q_563.cif	6.76
model_4e6q_568.cif	4.07
model_4e6q_573.cif	6.25
model_4e6q_577.cif	4.70
model_4e6q_578.cif	5.66
model_4e6q_580.cif	6.18
model_4e6q_586.cif	6.48
model_4e6q_587.cif	7.64
model_4e6q_635.cif	2.22
model_4e6q_643.cif	3.33
model_4e6q_645.cif	3.11
model_4e6q_646.cif	3.10
model_4e6q_666.cif	7.24
model_4e6q_673.cif	2.21
model_4e6q_680.cif	7.04
model_4e6q_689.cif	4.91
model_4e6q_697.cif	4.98
model_4e6q_699.cif	2.11
model_4e6q_730.cif	5.46
model_4e6q_734.cif	6.91
model_4e6q_739.cif	3.50
model_4e6q_742.cif	6.33
model_4e6q_743.cif	7.33
model_4e6q_746.cif	6.39
model_4e6q_747.cif	9.32
model_4e6q_748.cif	7.23
model_4e6q_749.cif	2.44
model_4e6q_752.cif	6.41
model_4e6q_756.cif	2.65
model_4e6q_757.cif	8.36
model_4e6q_759.cif	3.45
model_4e6q_760.cif	2.89
model_4e6q_763.cif	4.06
model_4e6q_764.cif	5.12
model_4e6q_771.cif	4.44
model_4e6q_776.cif	3.83
model_4e6q_780.cif	8.32
model_4e6q_785.cif	7.19
model_4e6q_786.cif	7.58
model_4e6q_788.cif	4.44
model_4e6q_791.cif	4.98
model_4e6q_798.cif	5.44
model_4e6q_847.cif	0.89
model_4e6q_85.cif	0.49
model_4e6q_873.cif	0.99
model_4e6q_884.cif	5.39
model_4e6q_891.cif	8.53
model_4e6q_895.cif	6.51
model_4e6q_936.cif	0.96
model_4e6q_ligand.cif	0.00
model_4ea2_216.cif	7.96
model_4ea2_226.cif	1.25
model_4ea2_232.cif	7.55
model_4ea2_238.cif	2.71
model_4ea2_25.cif	1.81
model_4ea2_270.cif	6.90
model_4ea2_364.cif	1.70
model_4ea2_407.cif	1.77
model_4ea2_408.cif	5.53
model_4ea2_411.cif	1.71
model_4ea2_442.cif	2.55
model_4ea2_444.cif	2.79
model_4ea2_456.cif	1.88
model_4ea2_485.cif	3.97
model_4ea2_499.cif	1.94
model_4ea2_526.cif	6.77
model_4ea2_53.cif	5.10
model_4ea2_530.cif	7.04
model_4ea2_531.cif	3.72
model_4ea2_534.cif	5.49
model_4ea2_539.cif	4.53
model_4ea2_555.cif	4.17
model_4ea2_565.cif	4.95
model_4ea2_568.cif	4.49
model_4ea2_576.cif	5.39
model_4ea2_58.cif	7.46
model_4ea2_59.cif	7.47
model_4ea2_592.cif	5.80
model_4ea2_598.cif	4.60
model_4ea2_603.cif	6.14
model_4ea2_607.cif	4.11
model_4ea2_615.cif	6.69
model_4ea2_617.cif	6.75
model_4ea2_619.cif	5.80
model_4ea2_621.cif	2.46
model_4ea2_625.cif	3.99
model_4ea2_639.cif	2.22
model_4ea2_640.cif	3.16
model_4ea2_645.cif	6.33
model_4ea2_653.cif	7.11
model_4ea2_661.cif	6.76
model_4ea2_662.cif	8.13
model_4ea2_663.cif	7.10
model_4ea2_666.cif	2.04
model_4ea2_671.cif	6.09
model_4ea2_673.cif	4.71
model_4ea2_678.cif	5.07
model_4ea2_684.cif	7.09
model_4ea2_688.cif	4.62
model_4ea2_692.cif	5.19
model_4ea2_696.cif	7.30
model_4ea2_698.cif	2.22
model_4ea2_72.cif	6.57
model_4ea2_722.cif	1.99
model_4ea2_737.cif	4.13
model_4ea2_748.cif	3.44
model_4ea2_749.cif	5.02
model_4ea2_77.cif	6.13
model_4ea2_775.cif	3.52
model_4ea2_785.cif	3.48
model_4ea2_787.cif	3.35
model_4ea2_793.cif	5.43
model_4ea2_794.cif	4.82
model_4ea2_798.cif	3.64
model_4ea2_809.cif	1.06
model_4ea2_819.cif	2.38
model_4ea2_867.cif	2.96
model_4ea2_895.cif	1.55
model_4ea2_96.cif	7.25
model_4ea2_961.cif	2.54
model_4ea2_998.cif	3.09
model_4ea2_ligand.cif	0.00
model_4eky_274.cif	3.90
model_4eky_287.cif	4.05
model_4eky_32.cif	0.89
model_4eky_38.cif	0.63
model_4eky_407.cif	1.57
model_4eky_416.cif	6.23
model_4eky_419.cif	1.38
model_4eky_424.cif	6.26
model_4eky_425.cif	1.53
model_4eky_430.cif	0.86
model_4eky_433.cif	1.66
model_4eky_438.cif	5.34
model_4eky_443.cif	5.21
model_4eky_448.cif	5.44
model_4eky_461.cif	5.27
model_4eky_475.cif	3.10
model_4eky_478.cif	5.98
model_4eky_485.cif	3.88
model_4eky_495.cif	1.37
model_4eky_496.cif	2.91
model_4eky_534.cif	5.12
model_4eky_538.cif	3.76
model_4eky_546.cif	4.14
model_4eky_565.cif	2.11
model_4eky_568.cif	8.20
model_4eky_582.cif	2.30
model_4eky_599.cif	6.26
model_4eky_609.cif	6.11
model_4eky_619.cif	6.13
model_4eky_636.cif	7.71
model_4eky_638.cif	7.13
model_4eky_639.cif	3.42
model_4eky_640.cif	7.33
model_4eky_641.cif	4.79
model_4eky_647.cif	6.32
model_4eky_649.cif	6.59
model_4eky_651.cif	6.25
model_4eky_659.cif	7.28
model_4eky_668.cif	4.29
model_4eky_673.cif	5.87
model_4eky_678.cif	5.58
model_4eky_680.cif	4.49
model_4eky_693.cif	7.70
model_4eky_699.cif	7.78
model_4eky_700.cif	1.56
model_4eky_720.cif	2.98
model_4eky_725.cif	0.96
model_4eky_727.cif	4.34
model_4eky_730.cif	2.06
model_4eky_741.cif	3.85
model_4eky_742.cif	2.70
model_4eky_755.cif	1.00
model_4eky_759.cif	3.63
model_4eky_763.cif	1.75
model_4eky_767.cif	2.21
model_4eky_768.cif	4.31
model_4eky_770.cif	5.27
model_4eky_771.cif	3.91
model_4eky_772.cif	6.35
model_4eky_773.cif	4.28
model_4eky_774.cif	4.07
model_4eky_776.cif	6.20
model_4eky_777.cif	2.95
model_4eky_778.cif	5.16
model_4eky_779.cif	4.65
model_4eky_830.cif	3.17
model_4eky_842.cif	2.17
model_4eky_848.cif	3.08
model_4eky_856.cif	1.92
model_4eky_875.cif	2.97
model_4eky_876.cif	1.97
model_4eky_883.cif	0.76
model_4eky_899.cif	0.67
model_4eky_908.cif	0.72
model_4eky_941.cif	0.81
model_4eky_969.cif	0.85
model_4eky_972.cif	1.02
model_4eky_ligand.cif	0.00
model_4eo8_12.cif	0.39
model_4eo8_14.cif	1.02
model_4eo8_148.cif	0.73
model_4eo8_15.cif	1.16
model_4eo8_206.cif	0.55
model_4eo8_283.cif	0.69
model_4eo8_30.cif	0.50
model_4eo8_318.cif	0.54
model_4eo8_319.cif	6.25
model_4eo8_40.cif	0.45
model_4eo8_403.cif	3.06
model_4eo8_404.cif	2.50
model_4eo8_409.cif	3.22
model_4eo8_414.cif	3.31
model_4eo8_425.cif	1.13
model_4eo8_429.cif	1.54
model_4eo8_438.cif	3.17
model_4eo8_441.cif	5.39
model_4eo8_450.cif	6.87
model_4eo8_454.cif	1.80
model_4eo8_457.cif	4.95
model_4eo8_462.cif	2.74
model_4eo8_467.cif	1.65
model_4eo8_47.cif	2.94
model_4eo8_473.cif	2.83
model_4eo8_480.cif	7.48
model_4eo8_483.cif	3.01
model_4eo8_486.cif	4.19
model_4eo8_488.cif	5.75
model_4eo8_515.cif	2.55
model_4eo8_518.cif	6.80
model_4eo8_523.cif	3.94
model_4eo8_524.cif	3.77
model_4eo8_533.cif	4.59
model_4eo8_536.cif	5.78
model_4eo8_552.cif	2.94
model_4eo8_557.cif	5.23
model_4eo8_564.cif	7.06
model_4eo8_567.cif	2.91
model_4eo8_569.cif	1.36
model_4eo8_572.cif	6.68
model_4eo8_578.cif	4.02
model_4eo8_579.cif	5.69
model_4eo8_580.cif	2.53
model_4eo8_584.cif	4.85
model_4eo8_592.cif	2.31
model_4eo8_595.cif	3.93
model_4eo8_597.cif	7.09
model_4eo8_598.cif	1.83
model_4eo8_602.cif	6.19
model_4eo8_611.cif	7.37
model_4eo8_619.cif	6.03
model_4eo8_622.cif	7.15
model_4eo8_63.cif	0.57
model_4eo8_638.cif	4.72
model_4eo8_642.cif	5.57
model_4eo8_654.cif	5.64
model_4eo8_670.cif	7.62
model_4eo8_673.cif	6.98
model_4eo8_690.cif	5.18
model_4eo8_692.cif	6.45
model_4eo8_695.cif	7.09
model_4eo8_698.cif	4.17
model_4eo8_7.cif	4.57
model_4eo8_744.cif	1.14
model_4eo8_748.cif	0.97
model_4eo8_753.cif	5.09
model_4eo8_756.cif	7.35
model_4eo8_762.cif	7.48
model_4eo8_766.cif	4.06
model_4eo8_773.cif	6.33
model_4eo8_781.cif	5.01
model_4eo8_782.cif	3.99
model_4eo8_783.cif	7.26
model_4eo8_864.cif	1.15
model_4eo8_880.cif	2.94
model_4eo8_883.cif	3.80
model_4eo8_886.cif	4.21
model_4eo8_9.cif	6.53
model_4eo8_91.cif	0.76
model_4eo8_ligand.cif	0.00
model_4eor_121.cif	0.52
model_4eor_145.cif	4.92
model_4eor_155.cif	4.56
model_4eor_257.cif	0.79
model_4eor_267.cif	5.78
model_4eor_309.cif	5.71
model_4eor_31.cif	1.12
model_4eor_346.cif	2.37
model_4eor_361.cif	0.74
model_4eor_403.cif	3.49
model_4eor_408.cif	2.60
model_4eor_414.cif	2.10
model_4eor_424.cif	4.62
model_4eor_425.cif	4.74
model_4eor_427.cif	3.68
model_4eor_430.cif	5.93
model_4eor_431.cif	3.60
model_4eor_446.cif	2.67
model_4eor_448.cif	3.33
model_4eor_450.cif	3.12
model_4eor_455.cif	1.90
model_4eor_465.cif	7.67
model_4eor_474.cif	3.12
model_4eor_479.cif	8.31
model_4eor_480.cif	4.65
model_4eor_483.cif	1.70
model_4eor_485.cif	5.55
model_4eor_494.cif	5.22
model_4eor_501.cif	0.81
model_4eor_506.cif	1.20
model_4eor_511.cif	1.62
model_4eor_513.cif	6.22
model_4eor_519.cif	3.33
model_4eor_523.cif	6.99
model_4eor_524.cif	9.06
model_4eor_530.cif	2.44
model_4eor_536.cif	4.49
model_4eor_539.cif	6.70
model_4eor_541.cif	6.25
model_4eor_544.cif	3.70
model_4eor_548.cif	8.14
model_4eor_552.cif	6.40
model_4eor_557.cif	2.18
model_4eor_558.cif	6.27
model_4eor_559.cif	2.37
model_4eor_562.cif	7.94
model_4eor_565.cif	2.04
model_4eor_568.cif	2.48
model_4eor_577.cif	5.67
model_4eor_584.cif	2.61
model_4eor_585.cif	7.92
model_4eor_588.cif	4.91
model_4eor_592.cif	5.89
model_4eor_595.cif	7.03
model_4eor_604.cif	1.73
model_4eor_612.cif	4.70
model_4eor_620.cif	8.29
model_4eor_643.cif	7.93
model_4eor_649.cif	3.87
model_4eor_650.cif	8.05
model_4eor_652.cif	6.38
model_4eor_659.cif	4.80
model_4eor_666.cif	5.44
model_4eor_672.cif	8.71
model_4eor_674.cif	7.91
model_4eor_677.cif	8.45
model_4eor_682.cif	5.71
model_4eor_687.cif	3.68
model_4eor_69.cif	1.92
model_4eor_690.cif	7.44
model_4eor_697.cif	7.24
model_4eor_701.cif	0.53
model_4eor_712.cif	1.04
model_4eor_718.cif	0.74
model_4eor_72.cif	4.72
model_4eor_736.cif	1.12
model_4eor_744.cif	1.37
model_4eor_745.cif	5.78
model_4eor_746.cif	6.37
model_4eor_749.cif	7.62
model_4eor_757.cif	8.27
model_4eor_760.cif	7.78
model_4eor_763.cif	8.20
model_4eor_764.cif	8.09
model_4eor_769.cif	6.25
model_4eor_773.cif	6.67
model_4eor_790.cif	0.97
model_4eor_850.cif	0.62
model_4eor_860.cif	0.97
model_4eor_911.cif	0.88
model_4eor_ligand.cif	0.00
model_4f09_182.cif	0.72
model_4f09_270.cif	0.27
model_4f09_407.cif	0.79
model_4f09_408.cif	1.16
model_4f09_421.cif	0.91
model_4f09_424.cif	1.47
model_4f09_439.cif	4.46
model_4f09_450.cif	1.12
model_4f09_456.cif	3.95
model_4f09_457.cif	3.04
model_4f09_472.cif	6.88
model_4f09_489.cif	2.75
model_4f09_522.cif	8.12
model_4f09_529.cif	7.26
model_4f09_534.cif	7.81
model_4f09_538.cif	6.36
model_4f09_539.cif	7.37
model_4f09_546.cif	8.47
model_4f09_550.cif	8.17
model_4f09_551.cif	7.27
model_4f09_552.cif	8.46
model_4f09_557.cif	5.72
model_4f09_564.cif	1.45
model_4f09_572.cif	4.17
model_4f09_576.cif	8.17
model_4f09_584.cif	7.98
model_4f09_586.cif	3.24
model_4f09_595.cif	2.33
model_4f09_597.cif	7.76
model_4f09_600.cif	7.87
model_4f09_605.cif	1.90
model_4f09_611.cif	8.02
model_4f09_621.cif	1.35
model_4f09_623.cif	1.57
model_4f09_631.cif	2.00
model_4f09_633.cif	5.03
model_4f09_654.cif	3.31
model_4f09_655.cif	3.26
model_4f09_671.cif	6.77
model_4f09_683.cif	2.52
model_4f09_690.cif	4.64
model_4f09_704.cif	0.61
model_4f09_707.cif	0.71
model_4f09_709.cif	1.53
model_4f09_711.cif	4.01
model_4f09_717.cif	2.63
model_4f09_718.cif	2.64
model_4f09_721.cif	4.03
model_4f09_723.cif	3.57
model_4f09_730.cif	4.11
model_4f09_734.cif	5.86
model_4f09_743.cif	5.70
model_4f09_745.cif	7.19
model_4f09_746.cif	2.97
model_4f09_753.cif	6.18
model_4f09_754.cif	6.68
model_4f09_755.cif	5.02
model_4f09_756.cif	6.84
model_4f09_757.cif	4.62
model_4f09_760.cif	6.73
model_4f09_762.cif	4.72
model_4f09_763.cif	6.23
model_4f09_767.cif	5.96
model_4f09_769.cif	6.92
model_4f09_771.cif	9.91
model_4f09_773.cif	4.74
model_4f09_774.cif	5.35
model_4f09_812.cif	3.93
model_4f09_832.cif	5.36
model_4f09_844.cif	4.76
model_4f09_846.cif	7.15
model_4f09_848.cif	7.74
model_4f09_863.cif	5.06
model_4f09_866.cif	5.81
model_4f09_871.cif	6.24
model_4f09_874.cif	2.25
model_4f09_875.cif	3.78
model_4f09_893.cif	0.30
model_4f09_899.cif	1.02
model_4f09_903.cif	0.51
model_4f09_91.cif	0.67
model_4f09_919.cif	0.62
model_4f09_944.cif	2.69
model_4f09_954.cif	3.72
model_4f09_965.cif	2.62
model_4f09_967.cif	2.58
model_4f09_975.cif	3.14
model_4f09_ligand.cif	0.00
model_4f2w_101.cif	5.40
model_4f2w_105.cif	0.60
model_4f2w_121.cif	8.40
model_4f2w_122.cif	5.04
model_4f2w_124.cif	2.32
model_4f2w_136.cif	8.90
model_4f2w_142.cif	0.57
model_4f2w_144.cif	5.53
model_4f2w_147.cif	8.52
model_4f2w_151.cif	8.69
model_4f2w_154.cif	8.53
model_4f2w_155.cif	7.72
model_4f2w_163.cif	8.64
model_4f2w_187.cif	8.61
model_4f2w_198.cif	8.98
model_4f2w_264.cif	0.60
model_4f2w_360.cif	1.03
model_4f2w_407.cif	6.04
model_4f2w_420.cif	1.88
model_4f2w_428.cif	5.90
model_4f2w_431.cif	2.25
model_4f2w_435.cif	5.92
model_4f2w_436.cif	2.29
model_4f2w_437.cif	6.20
model_4f2w_439.cif	5.91
model_4f2w_442.cif	1.24
model_4f2w_45.cif	8.53
model_4f2w_454.cif	1.85
model_4f2w_465.cif	6.08
model_4f2w_467.cif	5.69
model_4f2w_468.cif	2.01
model_4f2w_473.cif	2.62
model_4f2w_474.cif	5.17
model_4f2w_476.cif	1.47
model_4f2w_480.cif	2.48
model_4f2w_482.cif	7.20
model_4f2w_484.cif	1.66
model_4f2w_486.cif	5.74
model_4f2w_519.cif	6.77
model_4f2w_521.cif	7.35
model_4f2w_523.cif	4.85
model_4f2w_542.cif	3.75
model_4f2w_543.cif	6.85
model_4f2w_552.cif	7.06
model_4f2w_559.cif	4.59
model_4f2w_562.cif	6.43
model_4f2w_567.cif	7.03
model_4f2w_571.cif	6.29
model_4f2w_581.cif	7.13
model_4f2w_582.cif	6.62
model_4f2w_585.cif	7.20
model_4f2w_586.cif	3.17
model_4f2w_589.cif	1.95
model_4f2w_597.cif	3.90
model_4f2w_608.cif	6.41
model_4f2w_620.cif	2.40
model_4f2w_631.cif	2.18
model_4f2w_638.cif	7.03
model_4f2w_657.cif	6.06
model_4f2w_658.cif	5.61
model_4f2w_66.cif	8.63
model_4f2w_664.cif	2.86
model_4f2w_665.cif	7.73
model_4f2w_671.cif	2.39
model_4f2w_687.cif	7.34
model_4f2w_725.cif	1.00
model_4f2w_749.cif	1.52
model_4f2w_770.cif	1.82
model_4f2w_796.cif	0.54
model_4f2w_825.cif	0.90
model_4f2w_901.cif	0.59
model_4f2w_907.cif	0.44
model_4f2w_917.cif	0.41
model_4f2w_922.cif	1.04
model_4f2w_979.cif	0.63
model_4f2w_ligand.cif	0.00
model_4f3c_101.cif	9.38
model_4f3c_104.cif	9.50
model_4f3c_140.cif	8.06
model_4f3c_150.cif	9.83
model_4f3c_178.cif	8.07
model_4f3c_190.cif	9.40
model_4f3c_21.cif	2.49
model_4f3c_251.cif	0.78
model_4f3c_28.cif	5.90
model_4f3c_301.cif	9.24
model_4f3c_308.cif	9.42
model_4f3c_323.cif	1.96
model_4f3c_362.cif	0.53
model_4f3c_363.cif	1.30
model_4f3c_382.cif	0.60
model_4f3c_390.cif	8.77
model_4f3c_394.cif	9.18
model_4f3c_400.cif	9.55
model_4f3c_403.cif	1.16
model_4f3c_404.cif	1.78
model_4f3c_409.cif	1.81
model_4f3c_420.cif	6.67
model_4f3c_429.cif	6.60
model_4f3c_430.cif	7.32
model_4f3c_434.cif	2.74
model_4f3c_445.cif	3.31
model_4f3c_447.cif	1.82
model_4f3c_450.cif	5.90
model_4f3c_451.cif	1.52
model_4f3c_452.cif	2.17
model_4f3c_458.cif	1.60
model_4f3c_463.cif	2.64
model_4f3c_465.cif	7.09
model_4f3c_470.cif	6.79
model_4f3c_472.cif	2.32
model_4f3c_474.cif	2.18
model_4f3c_479.cif	2.49
model_4f3c_480.cif	3.26
model_4f3c_481.cif	1.92
model_4f3c_490.cif	6.20
model_4f3c_496.cif	6.32
model_4f3c_497.cif	7.20
model_4f3c_507.cif	4.76
model_4f3c_513.cif	5.89
model_4f3c_514.cif	8.85
model_4f3c_516.cif	6.39
model_4f3c_523.cif	7.55
model_4f3c_524.cif	5.06
model_4f3c_525.cif	5.00
model_4f3c_530.cif	9.32
model_4f3c_538.cif	7.82
model_4f3c_54.cif	6.13
model_4f3c_542.cif	6.28
model_4f3c_544.cif	6.18
model_4f3c_545.cif	8.34
model_4f3c_553.cif	7.80
model_4f3c_556.cif	6.10
model_4f3c_558.cif	5.30
model_4f3c_559.cif	5.49
model_4f3c_561.cif	4.46
model_4f3c_563.cif	8.14
model_4f3c_568.cif	4.78
model_4f3c_569.cif	7.93
model_4f3c_57.cif	5.67
model_4f3c_573.cif	5.93
